id,source_system,source_instance_id,external_unit_id,area_id,unit_code,unit_type,status,source_revision,source_updated_at,deleted_at,created_at,updated_at
50fe9dcf-c6aa-5675-a26d-5dbe1f2e8b05,synthetic_csv,synthetic-csv-v1,syn1-U-A-004-002,fefccc58-d625-539e-a48e-d38ba602c0b4,HC4-002,Studio,blocked,2,2026-07-19T00:00:00Z,\N,2025-08-14T00:00:00Z,2026-07-19T00:00:00Z
4096cc34-230a-5496-8ce8-fb663c83f260,synthetic_csv,synthetic-csv-v1,syn1-U-A-004-003,fefccc58-d625-539e-a48e-d38ba602c0b4,HC4-003,Studio,available,2,2026-07-19T00:00:00Z,\N,2025-08-14T12:00:00Z,2026-07-19T00:00:00Z
17bdfad5-8781-54f1-8ec4-ef53a692fc56,synthetic_csv,synthetic-csv-v1,syn1-U-A-004-004,fefccc58-d625-539e-a48e-d38ba602c0b4,HC4-004,Studio,available,2,2026-07-19T00:00:00Z,\N,2025-08-15T00:00:00Z,2026-07-19T00:00:00Z
d98ee9ff-f083-5516-8a7b-cb2bc7fb2638,synthetic_csv,synthetic-csv-v1,syn1-U-A-004-005,fefccc58-d625-539e-a48e-d38ba602c0b4,HC4-005,Studio,available,2,2026-07-19T00:00:00Z,\N,2025-08-15T12:00:00Z,2026-07-19T00:00:00Z
aa134901-9326-5876-8a3f-870497903c4d,synthetic_csv,synthetic-csv-v1,syn1-U-A-004-006,fefccc58-d625-539e-a48e-d38ba602c0b4,HC4-006,Studio,available,2,2026-07-19T00:00:00Z,\N,2025-08-16T00:00:00Z,2026-07-19T00:00:00Z
d08bf07b-1ee3-551a-8f10-3cd023ece270,synthetic_csv,synthetic-csv-v1,syn1-U-A-004-007,fefccc58-d625-539e-a48e-d38ba602c0b4,HC4-007,Studio,available,2,2026-07-19T00:00:00Z,\N,2025-08-16T12:00:00Z,2026-07-19T00:00:00Z
63b70c7c-fbec-51c9-8985-f11c2d8c0a51,synthetic_csv,synthetic-csv-v1,syn1-U-A-004-008,fefccc58-d625-539e-a48e-d38ba602c0b4,HC4-008,Studio,available,2,2026-07-19T00:00:00Z,\N,2025-08-17T00:00:00Z,2026-07-19T00:00:00Z
4f26d9f6-8355-5324-851a-5ee28dff13c7,synthetic_csv,synthetic-csv-v1,syn1-U-A-004-009,fefccc58-d625-539e-a48e-d38ba602c0b4,HC4-009,Studio,available,2,2026-07-19T00:00:00Z,\N,2025-08-17T12:00:00Z,2026-07-19T00:00:00Z
15a4da7a-9c45-57ed-9955-e22b27ccc3c8,synthetic_csv,synthetic-csv-v1,syn1-U-A-004-010,fefccc58-d625-539e-a48e-d38ba602c0b4,HC4-010,Studio,available,2,2026-07-19T00:00:00Z,\N,2025-08-18T00:00:00Z,2026-07-19T00:00:00Z
e22ed85e-8930-553e-b1d3-e19d208bbc0f,synthetic_csv,synthetic-csv-v1,syn1-U-A-004-011,fefccc58-d625-539e-a48e-d38ba602c0b4,HC4-011,Studio,available,2,2026-07-19T00:00:00Z,\N,2025-08-18T12:00:00Z,2026-07-19T00:00:00Z
f304f728-5b33-5eb0-b63d-db7be51a7943,synthetic_csv,synthetic-csv-v1,syn1-U-A-004-012,fefccc58-d625-539e-a48e-d38ba602c0b4,HC4-012,Studio,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T00:00:00Z,2026-07-19T00:00:00Z
438262e7-cc2c-5382-8a89-76c032a0534d,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-001,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-001,2BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-13T12:00:00Z,2026-07-19T00:00:00Z
9cad7427-1df8-596a-baac-3fc00156be4e,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-002,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-002,2BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-14T00:00:00Z,2026-07-19T00:00:00Z
b9fe7567-40c5-5124-b805-aef2b1b52efb,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-003,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-003,2BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-14T12:00:00Z,2026-07-19T00:00:00Z
31f67f34-0bd0-5d54-b7ea-d38cff1b6d1d,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-004,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-004,2BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-15T00:00:00Z,2026-07-19T00:00:00Z
141e7e5b-f024-5302-9167-c4bfad36eff7,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-005,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-005,2BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-15T12:00:00Z,2026-07-19T00:00:00Z
eb6d40af-6d60-5906-a5c6-daf8a78d2e23,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-006,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-006,2BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-16T00:00:00Z,2026-07-19T00:00:00Z
be91ab20-665c-5ae0-8f36-6bb3b58abf65,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-007,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-007,2BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-16T12:00:00Z,2026-07-19T00:00:00Z
fbec5681-5f3e-5c11-9fec-c11be2d0cdaf,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-008,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-008,2BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-17T00:00:00Z,2026-07-19T00:00:00Z
9a0a9151-6949-5ac1-9593-76a2205bd953,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-009,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-009,2BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-17T12:00:00Z,2026-07-19T00:00:00Z
14efcf2d-6dd9-5417-b57f-f07ba74e3cc1,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-010,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-010,2BR,reserved,2,2026-07-19T00:00:00Z,\N,2025-08-18T00:00:00Z,2026-07-19T00:00:00Z
db2bd0e2-65fc-53e9-bbac-c4964d98f0bb,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-011,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-011,2BR,reserved,2,2026-07-19T00:00:00Z,\N,2025-08-18T12:00:00Z,2026-07-19T00:00:00Z
91f1455c-7b23-51a8-9aa5-9e0f75ab3192,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-012,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-012,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T00:00:00Z,2026-07-19T00:00:00Z
69ad4b37-f200-5ede-b0d8-bfd78baee5c5,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-013,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-013,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T12:00:00Z,2026-07-19T00:00:00Z
b82b5596-7a1f-5770-bfbd-8bc0adbc6545,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-014,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-014,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-20T00:00:00Z,2026-07-19T00:00:00Z
a79168f3-a870-5d91-b82d-024a37762f47,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-015,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-015,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-20T12:00:00Z,2026-07-19T00:00:00Z
f0c9c605-c2ee-5214-8fd7-4039b3b91364,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-016,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-016,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-21T00:00:00Z,2026-07-19T00:00:00Z
eecee072-53c7-56a2-964c-1fcf5fd33835,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-017,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-017,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-21T12:00:00Z,2026-07-19T00:00:00Z
ae9e0f9d-0f2c-5b6d-ae5f-453fa0c9cc62,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-018,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-018,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-22T00:00:00Z,2026-07-19T00:00:00Z
500340df-ec0e-5359-9327-989a36003fd6,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-019,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-019,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-22T12:00:00Z,2026-07-19T00:00:00Z
6b944b4a-0130-5eb4-8887-decca51c3e68,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-020,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-020,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-23T00:00:00Z,2026-07-19T00:00:00Z
29c5c861-c82c-551a-8381-75274cf1f890,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-021,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-021,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-23T12:00:00Z,2026-07-19T00:00:00Z
f2bd9b60-ffbf-50bb-87ee-ad02e53f6961,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-022,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-022,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-24T00:00:00Z,2026-07-19T00:00:00Z
22fb6c9c-86cd-5e88-8032-2fed781a9ec9,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-023,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-023,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-24T12:00:00Z,2026-07-19T00:00:00Z
3fbbb8e1-4391-5e68-ae0c-a334e15d0f07,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-024,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-024,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-25T00:00:00Z,2026-07-19T00:00:00Z
aeda1dc3-c95e-533d-96f8-54eb28807b2e,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-025,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-025,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-25T12:00:00Z,2026-07-19T00:00:00Z
7d433467-dd48-5aa0-8a4b-16377a94b134,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-026,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-026,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-26T00:00:00Z,2026-07-19T00:00:00Z
c58c5fe8-405b-5a53-bd38-02ac639eeab5,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-027,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-027,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-26T12:00:00Z,2026-07-19T00:00:00Z
fc7e2cc3-5789-5eb0-8772-e45c6d1a5d29,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-028,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-028,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-27T00:00:00Z,2026-07-19T00:00:00Z
130a0923-6130-57a2-bd88-baf4604124be,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-029,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-029,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-27T12:00:00Z,2026-07-19T00:00:00Z
570168c7-5660-5cae-9fc7-9040cd29fca4,synthetic_csv,synthetic-csv-v1,syn1-U-A-005-030,d1c16841-dee0-58bc-aa62-67fd335b971f,WPA-030,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-28T00:00:00Z,2026-07-19T00:00:00Z
b2368dd3-7050-50f0-9de5-0ef6229f4dea,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-001,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-001,3BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-13T12:00:00Z,2026-07-19T00:00:00Z
bf903984-f521-5aa8-87a0-2f78355b032b,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-002,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-002,3BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-14T00:00:00Z,2026-07-19T00:00:00Z
39d5b98c-845f-5d4e-8f3a-9dff247a31c2,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-003,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-003,3BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-14T12:00:00Z,2026-07-19T00:00:00Z
da3c7d30-c9e2-5caa-ac0f-eff9b9da5894,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-004,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-004,3BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-15T00:00:00Z,2026-07-19T00:00:00Z
ca3decf8-7751-5110-91b2-95949b0a789c,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-005,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-005,3BR,reserved,2,2026-07-19T00:00:00Z,\N,2025-08-15T12:00:00Z,2026-07-19T00:00:00Z
ceeafa36-ff77-5aaa-8505-b6cc5f0ed16d,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-006,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-006,3BR,blocked,2,2026-07-19T00:00:00Z,\N,2025-08-16T00:00:00Z,2026-07-19T00:00:00Z
3ebe1b55-b105-56c3-8c6c-aaeb30b5e40f,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-007,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-007,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-16T12:00:00Z,2026-07-19T00:00:00Z
6fe3eb5f-cbd8-59cd-af6c-eb51ad4744d1,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-008,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-008,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-17T00:00:00Z,2026-07-19T00:00:00Z
b7137581-faab-5f3b-991f-e4a0c2238f85,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-009,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-009,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-17T12:00:00Z,2026-07-19T00:00:00Z
fdb94762-2d81-5979-8fcc-e4e87d95f63b,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-010,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-010,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-18T00:00:00Z,2026-07-19T00:00:00Z
105a2322-c1a5-5998-83d8-29a3d71637d9,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-011,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-011,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-18T12:00:00Z,2026-07-19T00:00:00Z
1ff38629-a970-5c90-a5c4-568630751fce,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-012,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-012,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T00:00:00Z,2026-07-19T00:00:00Z
f3c1a82f-ca5e-5b3f-a923-292dc622db87,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-013,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-013,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T12:00:00Z,2026-07-19T00:00:00Z
6d7bda79-544e-5886-ab36-af14df8e1b65,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-014,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-014,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-20T00:00:00Z,2026-07-19T00:00:00Z
2e057ad0-b3af-5492-8cdc-12411a816f75,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-015,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-015,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-20T12:00:00Z,2026-07-19T00:00:00Z
616f5cc1-be55-5cc6-912a-a15a713d56d5,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-016,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-016,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-21T00:00:00Z,2026-07-19T00:00:00Z
e4a45048-3315-544a-bfea-bcec3e9c263d,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-017,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-017,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-21T12:00:00Z,2026-07-19T00:00:00Z
b32ed3da-7116-585f-9ade-009501875f2f,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-018,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-018,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-22T00:00:00Z,2026-07-19T00:00:00Z
79db3660-17d2-5dde-bafa-3a8a815a3bb6,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-019,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-019,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-22T12:00:00Z,2026-07-19T00:00:00Z
77033418-a784-59e8-bb6e-fc51d0c41cb6,synthetic_csv,synthetic-csv-v1,syn1-U-A-006-020,992af92a-c20b-56be-bce2-001f0c1968e6,WPB-020,3BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-23T00:00:00Z,2026-07-19T00:00:00Z
5b4df318-20b0-5f13-8ef1-64e2049226f2,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-001,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-001,1BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-13T12:00:00Z,2026-07-19T00:00:00Z
dff36f60-672c-5ac6-ae2c-c429b9e165b5,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-002,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-002,1BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-14T00:00:00Z,2026-07-19T00:00:00Z
5ecaac22-370e-5880-b3de-08264a7405d5,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-003,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-003,1BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-14T12:00:00Z,2026-07-19T00:00:00Z
8833ba91-4579-57cf-bd69-c7adafd6b901,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-004,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-004,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-15T00:00:00Z,2026-07-19T00:00:00Z
2992a22b-9b8a-57ee-b8e8-949a1769532f,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-005,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-005,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-15T12:00:00Z,2026-07-19T00:00:00Z
764ae67f-625c-58a8-bbe3-57ab59f036fa,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-006,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-006,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-16T00:00:00Z,2026-07-19T00:00:00Z
08b003f2-3d7e-517f-8abb-b40e2e555bcb,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-007,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-007,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-16T12:00:00Z,2026-07-19T00:00:00Z
5aeb29f0-702b-5540-aa0c-b7cd435f8141,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-008,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-008,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-17T00:00:00Z,2026-07-19T00:00:00Z
69b70045-a604-5085-a879-01fec21365b7,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-009,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-009,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-17T12:00:00Z,2026-07-19T00:00:00Z
4bc00789-5fea-5758-a257-18be78d7b125,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-010,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-010,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-18T00:00:00Z,2026-07-19T00:00:00Z
87c43909-9690-5665-bbb6-0283c30db204,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-011,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-011,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-18T12:00:00Z,2026-07-19T00:00:00Z
2ed07238-7792-51f5-8d96-b0ff53fc65a4,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-012,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-012,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T00:00:00Z,2026-07-19T00:00:00Z
2dfc86cf-1c11-5607-9317-37fb382f4ee6,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-013,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-013,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T12:00:00Z,2026-07-19T00:00:00Z
64441b8b-eb42-55ed-bfca-dc4aa0c29cdb,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-014,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-014,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-20T00:00:00Z,2026-07-19T00:00:00Z
7f4b6fda-d947-548f-b4f8-5de81a67cafe,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-015,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-015,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-20T12:00:00Z,2026-07-19T00:00:00Z
2351819a-ad52-52e3-b8c5-4b08230429b6,synthetic_csv,synthetic-csv-v1,syn1-U-A-007-016,aabfb001-73bc-592e-833b-3eab1b0f7220,WPC-016,1BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-21T00:00:00Z,2026-07-19T00:00:00Z
314a047d-8a25-5883-a92d-7a5a9eeb789e,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-001,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-001,2BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-13T12:00:00Z,2026-07-19T00:00:00Z
d275930c-065e-51a8-9f65-a0ec118c6f84,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-002,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-002,2BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-14T00:00:00Z,2026-07-19T00:00:00Z
812e3a55-3f82-539e-9ff5-a7b25bb3f379,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-003,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-003,2BR,sold,2,2026-07-19T00:00:00Z,\N,2025-08-14T12:00:00Z,2026-07-19T00:00:00Z
d5055dfd-ecaf-5b79-aa8a-9f4bae795e35,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-004,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-004,2BR,reserved,2,2026-07-19T00:00:00Z,\N,2025-08-15T00:00:00Z,2026-07-19T00:00:00Z
e7e43108-e997-5753-8235-b7198d8e2e48,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-005,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-005,2BR,blocked,2,2026-07-19T00:00:00Z,\N,2025-08-15T12:00:00Z,2026-07-19T00:00:00Z
159f820b-88cb-58a6-8f2b-5262dfb8d4e1,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-006,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-006,2BR,blocked,2,2026-07-19T00:00:00Z,\N,2025-08-16T00:00:00Z,2026-07-19T00:00:00Z
a6140525-d4fc-5841-9dbe-e10ebd165317,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-007,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-007,2BR,blocked,2,2026-07-19T00:00:00Z,\N,2025-08-16T12:00:00Z,2026-07-19T00:00:00Z
0b9ed12c-0e4b-5cf6-82b9-67a8d14bf188,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-008,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-008,2BR,blocked,2,2026-07-19T00:00:00Z,\N,2025-08-17T00:00:00Z,2026-07-19T00:00:00Z
a99db8bf-802a-5d8a-aaae-df9e55bd4831,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-009,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-009,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-17T12:00:00Z,2026-07-19T00:00:00Z
8ae99e89-31b5-5e17-9b3c-9176b6c38120,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-010,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-010,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-18T00:00:00Z,2026-07-19T00:00:00Z
d48e0cfe-981c-517b-8eed-eeaf785e7f23,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-011,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-011,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-18T12:00:00Z,2026-07-19T00:00:00Z
89795c6c-d36c-5cfa-b7a1-6a7aa5ca37cb,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-012,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-012,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T00:00:00Z,2026-07-19T00:00:00Z
81c331e6-62e9-5f44-a806-dc71466fdc04,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-013,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-013,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-19T12:00:00Z,2026-07-19T00:00:00Z
1375880e-b96a-5aae-abb8-be99056ae8d9,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-014,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-014,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-20T00:00:00Z,2026-07-19T00:00:00Z
6ad774e9-70f5-5764-b9ff-f167278af6e7,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-015,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-015,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-20T12:00:00Z,2026-07-19T00:00:00Z
f298055d-998c-554c-a271-f5a044321743,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-016,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-016,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-21T00:00:00Z,2026-07-19T00:00:00Z
ffa1cf0f-ab40-5796-b3cc-ab6aa8fbfa25,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-017,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-017,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-21T12:00:00Z,2026-07-19T00:00:00Z
55e0698b-d01a-557a-b419-07bb42214117,synthetic_csv,synthetic-csv-v1,syn1-U-A-008-018,3552b1b8-b749-5851-a3b1-1b295129cff8,QFN-018,2BR,available,2,2026-07-19T00:00:00Z,\N,2025-08-22T00:00:00Z,2026-07-19T00:00:00Z
