project_external_id,area_external_id,unit_external_id,source_system,source_instance_id,unit_code,subdivision,subdivision_raw,tower,floor,unit_number,unit_type_raw,gross_area_sqm,net_area_sqm,standard_price_vnd,loan_price_vnd,agency_name,unit_type_normalized,bedrooms,bathrooms,price_per_sqm_gross_vnd,price_per_sqm_net_vnd,area_efficiency_ratio,loan_premium_pct,floor_band,direction,balcony_direction,view,corner_unit_proxy,source_revision,mirrored_revision,mirrored_at,data_profile,agency_name_origin,stacking_price_million_vnd,project_name,project_status,project_launch_date,area_name,area_unit_type,area_bedrooms,area_sqm,area_total_units,area_status,last_sync_batch_id,deal_source_revision,deal_created_at,deal_updated_at,physical_features_origin,crm_signals_origin,price_per_sqm_gross_vnd_source,price_per_sqm_net_vnd_source,area_efficiency_ratio_source,loan_premium_pct_source
P-0001,A-0009,U-0097,mini_crm,mini-crm-dev,B2.25.09,Lusso d'Arte,Lusso d'Arte,B2,25,9,2 PN,67.79,60.29,3520779853,3865816278,HBL,2PN,2,2,51936566.64699808,58397410.068004645,0.8893642130107684,9.799999983128737,mid,Đông,Nam,Thành phố,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3521,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-08-15 02:00:00+00:00,2025-08-29 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,57026350,64120356,0.8894,9.8
P-0001,A-0009,U-0098,mini_crm,mini-crm-dev,B2.25.13,Lusso d'Arte,Lusso d'Arte,B2,25,13,2 PN,62.86,56.85,2866502791,3147420065,HBL,2PN,2,2,45601380.703149855,50422212.6824978,0.904390709513204,9.800000016814915,mid,Đông Nam,Tây Nam,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2867,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-09-03 02:00:00+00:00,2025-11-02 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,50070316,55363590,0.9044,9.8
P-0001,A-0009,U-0099,mini_crm,mini-crm-dev,B2.26.03,Lusso d'Arte,Lusso d'Arte,B2,26,3,2 PN,67.04,60.51,3573861053,3924099437,HBL,2PN,2,2,53309383.24880668,59062321.15352835,0.9025954653937946,9.80000002255264,high,Đông Nam,Tây Nam,Thành phố,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3574,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,58533703,64850429,0.9026,9.8
P-0001,A-0009,U-0100,mini_crm,mini-crm-dev,B2.26.04,Lusso d'Arte,Lusso d'Arte,B2,26,4,2 PN,66.45,60.42,3542965653,3890176287,HBL,2PN,2,2,53317767.53950338,58638954.86593843,0.909255079006772,9.80000000016935,high,Đông,Nam,Sông,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3543,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,58542909,64385572,0.9093,9.8
P-0001,A-0009,U-0101,mini_crm,mini-crm-dev,B2.28.03,Lusso d'Arte,Lusso d'Arte,B2,28,3,2 PN,67.04,60.51,3594238921,3946474336,HBL,2PN,2,2,53613349.06026252,59399089.75375971,0.9025954653937946,9.800000020644148,high,Đông Nam,Tây Nam,Thành phố,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3594,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-08-17 02:00:00+00:00,2025-10-01 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,58867457,65220201,0.9026,9.8
P-0001,A-0009,U-0102,mini_crm,mini-crm-dev,B2.28.05,Lusso d'Arte,Lusso d'Arte,B2,28,5,2 PN,66.45,60.42,3623820422,3978954824,HBL,2PN,2,2,54534543.59668924,59977166.865276396,0.909255079006772,9.8000000177713,high,Nam,Tây,Toàn cảnh,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3624,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,59878929,65854929,0.9093,9.8
P-0001,A-0010,U-0103,mini_crm,mini-crm-dev,B2.29.06,Lusso d'Arte,Lusso d'Arte,B2,29,6,4 PN,126.79,114.21,6527371573,7167053987,HBL,4PN,4,3,51481753.86860162,57152364.70536731,0.9007808186765517,9.799999997640704,high,Tây Bắc,Đông Bắc,Hồ bơi,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,6527,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,4 PN,4,114.21,4,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,56526966,62753296,0.9008,9.8
P-0001,A-0009,U-0104,mini_crm,mini-crm-dev,B2.29.13,Lusso d'Arte,Lusso d'Arte,B2,29,13,2 PN,62.86,56.85,2828288209,3105460454,HBL,2PN,2,2,44993449.07731467,49750012.471416004,0.904390709513204,9.800000018314964,high,Đông Nam,Tây Nam,Thành phố,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2828,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,49402807,54625514,0.9044,9.8
P-0001,A-0009,U-0105,mini_crm,mini-crm-dev,B2.31.03,Lusso d'Arte,Lusso d'Arte,B2,31,3,2 PN,67.04,60.76,3624805723,3980036684,HBL,2PN,2,2,54069297.77744629,59657763.70967742,0.906324582338902,9.800000004027803,high,Đông Nam,Tây Nam,Thành phố,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3625,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,59368089,65504225,0.9063,9.8
P-0001,A-0009,U-0106,mini_crm,mini-crm-dev,B2.31.04,Lusso d'Arte,Lusso d'Arte,B2,31,4,2 PN,66.45,60.75,3593461974,3945621247,HBL,2PN,2,2,54077682.07674944,59151637.43209877,0.9142212189616252,9.7999999874216,high,Đông,Nam,Sông,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3593,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-08-18 02:00:00+00:00,2025-09-13 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,59377295,64948498,0.9142,9.8
P-0001,A-0009,U-0107,mini_crm,mini-crm-dev,B2.31.09,Lusso d'Arte,Lusso d'Arte,B2,31,9,2 PN,67.79,60.58,3458962326,3797940634,HBL,2PN,2,2,51024669.213748336,57097430.274017826,0.8936421301076853,9.80000000150334,high,Đông,Nam,Thành phố,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3459,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-09-03 02:00:00+00:00,2025-09-19 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,56025087,62692978,0.8936,9.8
P-0001,A-0008,U-0108,mini_crm,mini-crm-dev,B2.31.11,Lusso d'Arte,Lusso d'Arte,B2,31,11,1 PN+,56.15,50.24,2486419101,2730088173,HBL,1PN+,1,1,44281729.3143366,49490826.054936305,0.894746215494212,9.800000004102285,high,Tây Bắc,Đông Bắc,Thành phố,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2486,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,1 PN+,1,50.14,6,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,48621339,54340927,0.8947,9.8
P-0001,A-0009,U-0109,mini_crm,mini-crm-dev,B2.32.04,Lusso d'Arte,Lusso d'Arte,B2,32,4,2 PN,66.45,60.75,3603561238,3956710239,HBL,2PN,2,2,54229664.98118886,59317880.46090535,0.9142212189616252,9.799999991008894,high,Đông,Nam,Sông,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3604,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-08-08 02:00:00+00:00,2025-09-13 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,59544172,65131033,0.9142,9.8
P-0001,A-0009,U-0110,mini_crm,mini-crm-dev,B2.32.05,Lusso d'Arte,Lusso d'Arte,B2,32,5,2 PN,66.45,60.75,3664217479,4023310791,HBL,2PN,2,2,55142475.22949586,60316337.10288066,0.9142212189616252,9.79999997429192,high,Nam,Tây,Toàn cảnh,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3664,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,60546438,66227338,0.9142,9.8
P-0001,A-0009,U-0111,mini_crm,mini-crm-dev,B2.32.09,Lusso d'Arte,Lusso d'Arte,B2,32,9,2 PN,67.79,60.58,3448659404,3786628026,HBL,2PN,2,2,50872686.295913845,56927358.930340044,0.8936421301076853,9.800000011830685,high,Đông,Nam,Thành phố,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3449,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,55858210,62506240,0.8936,9.8
P-0001,A-0009,U-0112,mini_crm,mini-crm-dev,B2.33.03,Lusso d'Arte,Lusso d'Arte,B2,33,3,2 PN,67.04,60.76,3645183592,4002411583,HBL,2PN,2,2,54373263.60381861,59993146.67544437,0.906324582338902,9.799999972127605,high,Đông Nam,Tây Nam,Thành phố,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3645,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-08-17 02:00:00+00:00,2025-08-22 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,59701843,65872475,0.9063,9.8
P-0001,A-0009,U-0113,mini_crm,mini-crm-dev,B2.33.05,Lusso d'Arte,Lusso d'Arte,B2,33,5,2 PN,66.45,60.75,3674316743,4034399783,HBL,2PN,2,2,55294458.13393529,60482580.131687246,0.9142212189616252,9.799999977846221,high,Nam,Tây,Toàn cảnh,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3674,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-08-24 02:00:00+00:00,2025-10-15 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,60713315,66409873,0.9142,9.8
P-0001,A-0010,U-0114,mini_crm,mini-crm-dev,B2.33.06,Lusso d'Arte,Lusso d'Arte,B2,33,6,4 PN,126.79,114.8,6596195341,7242622484,HBL,4PN,4,3,52024570.87309725,57458147.56968641,0.9054341825065068,9.799999993663015,high,Tây Bắc,Đông Bắc,Hồ bơi,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,6596,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,4 PN,4,114.21,4,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,57122979,63089046,0.9054,9.8
P-0001,A-0009,U-0115,mini_crm,mini-crm-dev,B2.35.13,Lusso d'Arte,Lusso d'Arte,B2,35,13,2 PN,62.86,57.1,2770966336,3042521037,HBL,2PN,2,2,44081551.63856188,48528307.11033275,0.9083678014635699,9.800000002598372,high,Đông Nam,Tây Nam,Thành phố,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2771,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-08-11 02:00:00+00:00,2025-08-14 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,48401544,53284081,0.9084,9.8
P-0001,A-0009,U-0116,mini_crm,mini-crm-dev,B2.36.12,Lusso d'Arte,Lusso d'Arte,B2,36,12,2 PN,63.1,56.75,2829316913,3106589971,HBL,2PN,2,2,44838619.85736925,49855804.63436123,0.8993660855784469,9.80000001859106,high,Đông Nam,Tây Nam,Thành phố,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2829,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-08-27 02:00:00+00:00,2025-09-28 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,49232805,54741673,0.8994,9.8
P-0001,A-0009,U-0117,mini_crm,mini-crm-dev,B2.37.03,Lusso d'Arte,Lusso d'Arte,B2,37,3,2 PN,67.04,60.76,3685939328,4047161382,HBL,2PN,2,2,54981195.2267303,60663912.574061885,0.906324582338902,9.799999996093261,high,Đông Nam,Tây Nam,Thành phố,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3686,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-08-13 02:00:00+00:00,2025-09-03 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,60369352,66608976,0.9063,9.8
P-0001,A-0009,U-0118,mini_crm,mini-crm-dev,B2.37.04,Lusso d'Arte,Lusso d'Arte,B2,37,4,2 PN,66.45,60.75,3654057558,4012155199,HBL,2PN,2,2,54989579.503386006,60149095.60493827,0.9142212189616252,9.80000000864792,high,Đông,Nam,Sông,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3654,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-08-18 02:00:00+00:00,2025-09-13 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,60378558,66043707,0.9142,9.8
P-0001,A-0009,U-0119,mini_crm,mini-crm-dev,B2.37.05,Lusso d'Arte,Lusso d'Arte,B2,37,5,2 PN,66.45,60.75,3714713799,4078755751,HBL,2PN,2,2,55902389.751693,61147552.24691358,0.9142212189616252,9.799999991870168,high,Nam,Tây,Toàn cảnh,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3715,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,61380824,67140012,0.9142,9.8
P-0001,A-0009,U-0120,mini_crm,mini-crm-dev,B2.39.09,Lusso d'Arte,Lusso d'Arte,B2,39,9,2 PN,67.79,60.58,3376538956,3707439774,HBL,2PN,2,2,49808805.959581055,55736859.62363817,0.8936421301076853,9.80000000924023,high,Đông,Nam,Thành phố,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3377,La Pura,active,2025-06-08 00:00:00+00:00,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,1,2025-08-17 02:00:00+00:00,2025-09-10 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,54690069,61199072,0.8936,9.8
P-0001,A-0012,U-0121,mini_crm,mini-crm-dev,A3.04.02,Risa,Risa,A3,4,2,1 PN,46.59,41.52,2638787404,2746977688,HBL,1PN,1,1,56638493.32474779,63554609.922928706,0.8911783644558918,4.100000016522741,low,Đông Nam,Tây Nam,Hồ bơi,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2639,La Pura,active,2025-06-08 00:00:00+00:00,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,58960672,66160349,0.8912,4.1
P-0001,A-0014,U-0122,mini_crm,mini-crm-dev,A3.04.03,Risa,Risa,A3,4,3,2 PN + 2 WC,76.91,69.16,4090286699,4257988454,HBL,2PN+2WC,2,2,53182768.15758679,59142375.636205904,0.8992328695878299,4.100000008336824,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,4090,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,55363262,61567213,0.8992,4.1
P-0001,A-0018,U-0123,mini_crm,mini-crm-dev,A3.04.06,Risa,Risa,A3,4,6,RISA,55.33,48.23,2960033479,3081394852,HBL,RISA,2,2,53497803.705042474,61373283.827493265,0.8716790168082414,4.100000012195808,low,Đông Bắc,Đông Nam,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2960,La Pura,active,2025-06-08 00:00:00+00:00,Risa,RISA,2,49.01,14,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,55691214,63889588,0.8717,4.1
P-0001,A-0018,U-0124,mini_crm,mini-crm-dev,A3.04.09,Risa,Risa,A3,4,9,RISA,56.92,51.3,3217090315,3348991018,HBL,RISA,2,2,56519506.58819395,62711312.18323587,0.9012649332396345,4.100000002642139,low,Nam,Tây,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3217,La Pura,active,2025-06-08 00:00:00+00:00,Risa,RISA,2,49.01,14,active,seed-batch-units-001,1,2025-08-15 02:00:00+00:00,2025-08-23 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,58836806,65282476,0.9013,4.1
P-0001,A-0014,U-0125,mini_crm,mini-crm-dev,A3.04.11,Risa,Risa,A3,4,11,2 PN + 2 WC,66.14,59.32,3539386682,3684501536,HBL,2PN+2WC,2,2,53513557.33293015,59665992.61631827,0.8968853946174781,4.100000001073632,low,Đông,Nam,Cảnh quan nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3539,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,55707613,62112298,0.8969,4.1
P-0001,A-0014,U-0126,mini_crm,mini-crm-dev,A3.04.12,Risa,Risa,A3,4,12,2 PN + 2 WC,66.14,59.32,3539386682,3684501536,HBL,2PN+2WC,2,2,53513557.33293015,59665992.61631827,0.8968853946174781,4.100000001073632,low,Tây Bắc,Đông Bắc,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3539,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,1,2025-08-06 02:00:00+00:00,2025-08-29 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,55707613,62112298,0.8969,4.1
P-0001,A-0014,U-0127,mini_crm,mini-crm-dev,A3.04.13,Risa,Risa,A3,4,13,2 PN + 2 WC,66.21,59.34,3483899578,3626739460,HBL,2PN+2WC,2,2,52618933.363540255,58710811.8975396,0.896239238785682,4.099999979964979,low,Tây Nam,Tây Bắc,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3484,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,54776310,61117955,0.8962,4.1
P-0001,A-0014,U-0128,mini_crm,mini-crm-dev,A3.04.14,Risa,Risa,A3,4,14,2 PN + 2 WC,67.25,59.52,3776463222,3931298214,HBL,2PN+2WC,2,2,56155586.94423792,63448642.84274193,0.8850557620817844,4.09999999729906,low,Tây,Bắc,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3776,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,1,2025-08-24 02:00:00+00:00,2025-09-09 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,58457966,66050037,0.8851,4.1
P-0001,A-0014,U-0129,mini_crm,mini-crm-dev,A3.05.03,Risa,Risa,A3,5,3,2 PN + 2 WC,76.91,69.16,4152776704,4323040549,HBL,2PN+2WC,2,2,53995276.34897933,60045932.67784847,0.8992328695878299,4.100000003274918,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,4153,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,1,2025-08-11 02:00:00+00:00,2025-09-30 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,56209083,62507816,0.8992,4.1
P-0001,A-0014,U-0130,mini_crm,mini-crm-dev,A3.05.04,Risa,Risa,A3,5,4,2 PN + 2 WC,76.91,69.16,3824438228,3981240196,HBL,2PN+2WC,2,2,49726150.40956963,55298412.78195489,0.8992328695878299,4.100000017048256,low,Bắc,Đông,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3824,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,1,2025-08-01 02:00:00+00:00,2025-08-20 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,51764923,57565648,0.8992,4.1
P-0001,A-0014,U-0131,mini_crm,mini-crm-dev,A3.05.11,Risa,Risa,A3,5,11,2 PN + 2 WC,66.14,59.32,3603690864,3751442190,HBL,2PN+2WC,2,2,54485800.786211066,60750014.5650708,0.8968853946174781,4.100000015983613,low,Đông,Nam,Cảnh quan nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3604,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,56719719,63240765,0.8969,4.1
P-0001,A-0014,U-0132,mini_crm,mini-crm-dev,A3.05.12,Risa,Risa,A3,5,12,2 PN + 2 WC,66.14,59.32,3603690864,3751442190,HBL,2PN+2WC,2,2,54485800.786211066,60750014.5650708,0.8968853946174781,4.100000015983613,low,Tây Bắc,Đông Bắc,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,3604,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,1,2025-08-11 02:00:00+00:00,2025-09-08 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,56719719,63240765,0.8969,4.1
P-0001,A-0012,U-0133,mini_crm,mini-crm-dev,A3.06.02,Risa,Risa,A3,6,2,1 PN,46.59,41.52,2672921128,2782510894,HBL,1PN,1,1,57371133.891393,64376713.10211945,0.8911783644558918,4.099999990721762,low,Đông Nam,Tây Nam,Hồ bơi,True,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,2673,La Pura,active,2025-06-08 00:00:00+00:00,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,1,2025-08-10 02:00:00+00:00,2025-08-22 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,59723350,67016158,0.8912,4.1
P-0001,A-0014,U-0134,mini_crm,mini-crm-dev,A3.07.08,Risa,Risa,A3,7,8,2 PN + 2 WC,70.15,62.33,4450859034,4633344254,HBL,2PN+2WC,2,2,63447741.04062722,71407974.23391625,0.8885245901639344,4.099999991147777,low,Nam,Tây,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,4451,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,0,1970-01-01 00:00:00+00:00,1970-01-01 00:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,66049098,74335701,0.8885,4.1
P-0001,A-0014,U-0135,mini_crm,mini-crm-dev,A3.09.08,Risa,Risa,A3,9,8,2 PN + 2 WC,70.15,62.33,4462064463,4645009106,HBL,2PN+2WC,2,2,63607476.30791161,71587750.08824001,0.8885245901639344,4.10000000038099,low,Nam,Tây,Nội khu,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,4462,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,1,2025-08-15 02:00:00+00:00,2025-08-25 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,66215383,74522848,0.8885,4.1
P-0001,A-0014,U-0136,mini_crm,mini-crm-dev,A3.13.08,Risa,Risa,A3,13,8,2 PN + 2 WC,70.15,62.8,4327974912,4505421883,HBL,2PN+2WC,2,2,61696007.29864576,68916797.96178344,0.8952245188880968,4.099999990942646,mid,Nam,Tây,Sông,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,4328,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,1,2025-07-29 02:00:00+00:00,2025-08-02 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,64225544,71742387,0.8952,4.1
P-0001,A-0014,U-0137,mini_crm,mini-crm-dev,A3.14.08,Risa,Risa,A3,14,8,2 PN + 2 WC,70.15,62.8,4427477873,4609004465,HBL,2PN+2WC,2,2,63114438.674269415,70501240.01592357,0.8952245188880968,4.099999982089125,mid,Nam,Tây,Sông,False,1,1,2025-05-31 00:00:00+00:00,demo,synthetic,4427,La Pura,active,2025-06-08 00:00:00+00:00,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,1,2025-08-13 02:00:00+00:00,2025-10-05 10:00:00+00:00,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel,65702131,73391791,0.8952,4.1
