snapshot_date,calculator,project_id,project_external_id,project_name,project_active_calculator,is_active_lineage,launch_date,area_id,area_external_id,area_name,area_bedrooms,area_sqm,area_total_units_planned,units_sold,velocity_7d,velocity_30d,units_remaining,units_reserved,data_quality_status,is_observed,computed_at,units_remaining_is_missing,units_reserved_is_missing,live_units_mirrored,units_available_now,units_reserved_now,units_sold_now,units_blocked_now,area_deals_sold,area_deals_alive,area_conversion_norm
2026-08-14,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,0,0.2857,0.2667,24,3,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-08-15,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,bafde881-f411-5372-9d43-e72f63cd45dd,syn1-A-001,Harbor Crest 1,2,68.50,120,1,0.4286,0.3000,23,3,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,40,23,3,14,0,14,45,0.3111111111111111111111111111
2026-06-26,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,1,1.0000,1.0000,27,2,warning,1,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-06-27,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.5000,0.5000,27,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-06-28,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.3333,0.3333,27,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-06-29,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.2500,0.2500,27,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-06-30,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.2000,0.2000,27,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-01,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1667,0.1667,27,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-02,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1429,27,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-03,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.1250,27,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-04,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.1111,27,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-05,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,1,0.1429,0.2000,26,2,warning,1,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-06,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1818,26,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-07,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1667,26,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-08,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1538,26,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-09,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1429,26,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-10,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1333,26,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-11,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1250,26,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-12,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.1176,26,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-13,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.1111,26,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-14,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,1,0.1429,0.1579,25,2,warning,1,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-15,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1500,25,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-16,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1429,25,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-17,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1364,25,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-18,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1304,25,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-19,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1250,25,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-20,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.1200,25,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-21,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.1154,25,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-22,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.1111,25,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-23,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.1071,25,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-24,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.1034,25,2,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-25,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.1000,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-26,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0667,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-27,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0667,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-28,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0667,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-29,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0667,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-30,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0667,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-31,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0667,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-01,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0667,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-02,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0667,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-03,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0667,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-04,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0333,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-05,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0333,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-06,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0333,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-07,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0333,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-08,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.0000,0.0333,25,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-09,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,1,0.1429,0.0667,24,2,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-10,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.0667,24,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-11,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.1429,0.0667,24,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-12,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,1,0.2857,0.1000,23,2,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-13,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.2857,0.0667,23,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-14,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,0,0.2857,0.0667,23,2,ok,0,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-08-15,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,595d9f18-8f5d-5c43-8866-791052463081,syn1-A-002,Harbor Crest 2,3,94.00,90,1,0.4286,0.1000,22,2,ok,1,2026-08-18 12:00:42.901000+00:00,0,0,30,22,2,6,0,6,20,0.3
2026-07-05,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,0b24d289-da6c-5de3-9062-67af2813f4ea,syn1-A-003,Harbor Crest 3,1,45.20,80,1,1.0000,1.0000,21,1,warning,1,2026-08-18 12:00:42.901000+00:00,0,0,24,20,1,2,1,2,13,0.1538461538461538461538461538
2026-07-06,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,0b24d289-da6c-5de3-9062-67af2813f4ea,syn1-A-003,Harbor Crest 3,1,45.20,80,0,0.5000,0.5000,21,1,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,24,20,1,2,1,2,13,0.1538461538461538461538461538
2026-07-07,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,0b24d289-da6c-5de3-9062-67af2813f4ea,syn1-A-003,Harbor Crest 3,1,45.20,80,0,0.3333,0.3333,21,1,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,24,20,1,2,1,2,13,0.1538461538461538461538461538
2026-07-08,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,0b24d289-da6c-5de3-9062-67af2813f4ea,syn1-A-003,Harbor Crest 3,1,45.20,80,0,0.2500,0.2500,21,1,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,24,20,1,2,1,2,13,0.1538461538461538461538461538
2026-07-09,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,0b24d289-da6c-5de3-9062-67af2813f4ea,syn1-A-003,Harbor Crest 3,1,45.20,80,0,0.2000,0.2000,21,1,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,24,20,1,2,1,2,13,0.1538461538461538461538461538
2026-07-10,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,0b24d289-da6c-5de3-9062-67af2813f4ea,syn1-A-003,Harbor Crest 3,1,45.20,80,0,0.1667,0.1667,21,1,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,24,20,1,2,1,2,13,0.1538461538461538461538461538
2026-07-11,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,0b24d289-da6c-5de3-9062-67af2813f4ea,syn1-A-003,Harbor Crest 3,1,45.20,80,0,0.1429,0.1429,21,1,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,24,20,1,2,1,2,13,0.1538461538461538461538461538
2026-07-12,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,0b24d289-da6c-5de3-9062-67af2813f4ea,syn1-A-003,Harbor Crest 3,1,45.20,80,0,0.0000,0.1250,21,1,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,24,20,1,2,1,2,13,0.1538461538461538461538461538
2026-07-13,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,0b24d289-da6c-5de3-9062-67af2813f4ea,syn1-A-003,Harbor Crest 3,1,45.20,80,0,0.0000,0.1111,21,1,warning,0,2026-08-18 12:00:42.901000+00:00,0,0,24,20,1,2,1,2,13,0.1538461538461538461538461538
2026-07-14,domain_units_deals,a453a5c4-63a5-5872-95b7-a3b4911aa072,syn1-P-001,Harbor Crest Residences,domain_units_deals,1,2025-08-03,0b24d289-da6c-5de3-9062-67af2813f4ea,syn1-A-003,Harbor Crest 3,1,45.20,80,1,0.1429,0.2000,20,1,warning,1,2026-08-18 12:00:42.901000+00:00,0,0,24,20,1,2,1,2,13,0.1538461538461538461538461538
2026-06-17,domain_units_deals,7887a084-3d77-59c1-8dca-983994b0cb6e,syn1-P-002,Willow Park Gardens,legacy_aggregate,0,2025-08-03,d1c16841-dee0-58bc-aa62-67fd335b971f,syn1-A-005,Willow Park A,2,70.00,100,1,1.0000,1.0000,27,2,warning,1,2026-08-18 12:00:43.697846+00:00,0,0,30,19,2,9,0,9,23,0.3913043478260869565217391304
2026-06-18,domain_units_deals,7887a084-3d77-59c1-8dca-983994b0cb6e,syn1-P-002,Willow Park Gardens,legacy_aggregate,0,2025-08-03,d1c16841-dee0-58bc-aa62-67fd335b971f,syn1-A-005,Willow Park A,2,70.00,100,0,0.5000,0.5000,27,2,warning,0,2026-08-18 12:00:43.697846+00:00,0,0,30,19,2,9,0,9,23,0.3913043478260869565217391304
2026-06-19,domain_units_deals,7887a084-3d77-59c1-8dca-983994b0cb6e,syn1-P-002,Willow Park Gardens,legacy_aggregate,0,2025-08-03,d1c16841-dee0-58bc-aa62-67fd335b971f,syn1-A-005,Willow Park A,2,70.00,100,0,0.3333,0.3333,27,2,warning,0,2026-08-18 12:00:43.697846+00:00,0,0,30,19,2,9,0,9,23,0.3913043478260869565217391304
2026-06-20,domain_units_deals,7887a084-3d77-59c1-8dca-983994b0cb6e,syn1-P-002,Willow Park Gardens,legacy_aggregate,0,2025-08-03,d1c16841-dee0-58bc-aa62-67fd335b971f,syn1-A-005,Willow Park A,2,70.00,100,0,0.2500,0.2500,27,2,warning,0,2026-08-18 12:00:43.697846+00:00,0,0,30,19,2,9,0,9,23,0.3913043478260869565217391304
2026-06-21,domain_units_deals,7887a084-3d77-59c1-8dca-983994b0cb6e,syn1-P-002,Willow Park Gardens,legacy_aggregate,0,2025-08-03,d1c16841-dee0-58bc-aa62-67fd335b971f,syn1-A-005,Willow Park A,2,70.00,100,0,0.2000,0.2000,27,2,warning,0,2026-08-18 12:00:43.697846+00:00,0,0,30,19,2,9,0,9,23,0.3913043478260869565217391304
2026-06-22,domain_units_deals,7887a084-3d77-59c1-8dca-983994b0cb6e,syn1-P-002,Willow Park Gardens,legacy_aggregate,0,2025-08-03,d1c16841-dee0-58bc-aa62-67fd335b971f,syn1-A-005,Willow Park A,2,70.00,100,0,0.1667,0.1667,27,2,warning,0,2026-08-18 12:00:43.697846+00:00,0,0,30,19,2,9,0,9,23,0.3913043478260869565217391304
2026-06-23,domain_units_deals,7887a084-3d77-59c1-8dca-983994b0cb6e,syn1-P-002,Willow Park Gardens,legacy_aggregate,0,2025-08-03,d1c16841-dee0-58bc-aa62-67fd335b971f,syn1-A-005,Willow Park A,2,70.00,100,0,0.1429,0.1429,27,2,warning,0,2026-08-18 12:00:43.697846+00:00,0,0,30,19,2,9,0,9,23,0.3913043478260869565217391304
2026-06-24,domain_units_deals,7887a084-3d77-59c1-8dca-983994b0cb6e,syn1-P-002,Willow Park Gardens,legacy_aggregate,0,2025-08-03,d1c16841-dee0-58bc-aa62-67fd335b971f,syn1-A-005,Willow Park A,2,70.00,100,0,0.0000,0.1250,27,2,warning,0,2026-08-18 12:00:43.697846+00:00,0,0,30,19,2,9,0,9,23,0.3913043478260869565217391304
