unit_id,unit_external_id,subdivision,subdivision_raw,tower,floor,unit_number,unit_code,unit_type_raw,unit_type_normalized,bedrooms,bathrooms,gross_area_sqm,net_area_sqm,standard_price_vnd,loan_price_vnd,stacking_price_million_vnd,agency_name,price_per_sqm_gross_vnd,price_per_sqm_net_vnd,area_efficiency_ratio,loan_premium_pct,floor_band,direction,balcony_direction,view,corner_unit_proxy,physical_features_origin,agency_name_origin,data_profile
930095,U-0095,Lusso d'Arte,Lusso d'Arte,B2,23,5,B2.23.05,2 PN,2PN,2,2,66.45,60.42,3573324102,3923509864,3573,HBL,59044543,64937270,0.9093,9.8,mid,Nam,Tây,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930096,U-0096,Lusso d'Arte,Lusso d'Arte,B2,23,12,B2.23.12,2 PN,2PN,2,2,63.1,56.34,2953988491,3243479363,2954,AUH,51402209,57569744,0.8929,9.8,mid,Đông Nam,Tây Nam,Thành phố,False,synthetic_v1_tower_stack_floor_band,observed,demo
930097,U-0097,Lusso d'Arte,Lusso d'Arte,B2,25,9,B2.25.09,2 PN,2PN,2,2,67.79,60.29,3520779853,3865816278,3521,HBL,57026350,64120356,0.8894,9.8,mid,Đông,Nam,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930098,U-0098,Lusso d'Arte,Lusso d'Arte,B2,25,13,B2.25.13,2 PN,2PN,2,2,62.86,56.85,2866502791,3147420065,2867,HBL,50070316,55363590,0.9044,9.8,mid,Đông Nam,Tây Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930099,U-0099,Lusso d'Arte,Lusso d'Arte,B2,26,3,B2.26.03,2 PN,2PN,2,2,67.04,60.51,3573861053,3924099437,3574,HBL,58533703,64850429,0.9026,9.8,high,Đông Nam,Tây Nam,Thành phố,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930100,U-0100,Lusso d'Arte,Lusso d'Arte,B2,26,4,B2.26.04,2 PN,2PN,2,2,66.45,60.42,3542965653,3890176287,3543,HBL,58542909,64385572,0.9093,9.8,high,Đông,Nam,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930101,U-0101,Lusso d'Arte,Lusso d'Arte,B2,28,3,B2.28.03,2 PN,2PN,2,2,67.04,60.51,3594238921,3946474336,3594,HBL,58867457,65220201,0.9026,9.8,high,Đông Nam,Tây Nam,Thành phố,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930102,U-0102,Lusso d'Arte,Lusso d'Arte,B2,28,5,B2.28.05,2 PN,2PN,2,2,66.45,60.42,3623820422,3978954824,3624,HBL,59878929,65854929,0.9093,9.8,high,Nam,Tây,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930103,U-0103,Lusso d'Arte,Lusso d'Arte,B2,29,6,B2.29.06,4 PN,4PN,4,3,126.79,114.21,6527371573,7167053987,6527,HBL,56526966,62753296,0.9008,9.8,high,Tây Bắc,Đông Bắc,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930104,U-0104,Lusso d'Arte,Lusso d'Arte,B2,29,13,B2.29.13,2 PN,2PN,2,2,62.86,56.85,2828288209,3105460454,2828,HBL,49402807,54625514,0.9044,9.8,high,Đông Nam,Tây Nam,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930105,U-0105,Lusso d'Arte,Lusso d'Arte,B2,31,3,B2.31.03,2 PN,2PN,2,2,67.04,60.76,3624805723,3980036684,3625,HBL,59368089,65504225,0.9063,9.8,high,Đông Nam,Tây Nam,Thành phố,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930106,U-0106,Lusso d'Arte,Lusso d'Arte,B2,31,4,B2.31.04,2 PN,2PN,2,2,66.45,60.75,3593461974,3945621247,3593,HBL,59377295,64948498,0.9142,9.8,high,Đông,Nam,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930107,U-0107,Lusso d'Arte,Lusso d'Arte,B2,31,9,B2.31.09,2 PN,2PN,2,2,67.79,60.58,3458962326,3797940634,3459,HBL,56025087,62692978,0.8936,9.8,high,Đông,Nam,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930108,U-0108,Lusso d'Arte,Lusso d'Arte,B2,31,11,B2.31.11,1 PN+,1PN+,1,1,56.15,50.24,2486419101,2730088173,2486,HBL,48621339,54340927,0.8947,9.8,high,Tây Bắc,Đông Bắc,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930109,U-0109,Lusso d'Arte,Lusso d'Arte,B2,32,4,B2.32.04,2 PN,2PN,2,2,66.45,60.75,3603561238,3956710239,3604,HBL,59544172,65131033,0.9142,9.8,high,Đông,Nam,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930110,U-0110,Lusso d'Arte,Lusso d'Arte,B2,32,5,B2.32.05,2 PN,2PN,2,2,66.45,60.75,3664217479,4023310791,3664,HBL,60546438,66227338,0.9142,9.8,high,Nam,Tây,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930111,U-0111,Lusso d'Arte,Lusso d'Arte,B2,32,9,B2.32.09,2 PN,2PN,2,2,67.79,60.58,3448659404,3786628026,3449,HBL,55858210,62506240,0.8936,9.8,high,Đông,Nam,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930112,U-0112,Lusso d'Arte,Lusso d'Arte,B2,33,3,B2.33.03,2 PN,2PN,2,2,67.04,60.76,3645183592,4002411583,3645,HBL,59701843,65872475,0.9063,9.8,high,Đông Nam,Tây Nam,Thành phố,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930113,U-0113,Lusso d'Arte,Lusso d'Arte,B2,33,5,B2.33.05,2 PN,2PN,2,2,66.45,60.75,3674316743,4034399783,3674,HBL,60713315,66409873,0.9142,9.8,high,Nam,Tây,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930114,U-0114,Lusso d'Arte,Lusso d'Arte,B2,33,6,B2.33.06,4 PN,4PN,4,3,126.79,114.8,6596195341,7242622484,6596,HBL,57122979,63089046,0.9054,9.8,high,Tây Bắc,Đông Bắc,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930115,U-0115,Lusso d'Arte,Lusso d'Arte,B2,35,13,B2.35.13,2 PN,2PN,2,2,62.86,57.1,2770966336,3042521037,2771,HBL,48401544,53284081,0.9084,9.8,high,Đông Nam,Tây Nam,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930116,U-0116,Lusso d'Arte,Lusso d'Arte,B2,36,12,B2.36.12,2 PN,2PN,2,2,63.1,56.75,2829316913,3106589971,2829,HBL,49232805,54741673,0.8994,9.8,high,Đông Nam,Tây Nam,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930117,U-0117,Lusso d'Arte,Lusso d'Arte,B2,37,3,B2.37.03,2 PN,2PN,2,2,67.04,60.76,3685939328,4047161382,3686,HBL,60369352,66608976,0.9063,9.8,high,Đông Nam,Tây Nam,Thành phố,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930118,U-0118,Lusso d'Arte,Lusso d'Arte,B2,37,4,B2.37.04,2 PN,2PN,2,2,66.45,60.75,3654057558,4012155199,3654,HBL,60378558,66043707,0.9142,9.8,high,Đông,Nam,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930119,U-0119,Lusso d'Arte,Lusso d'Arte,B2,37,5,B2.37.05,2 PN,2PN,2,2,66.45,60.75,3714713799,4078755751,3715,HBL,61380824,67140012,0.9142,9.8,high,Nam,Tây,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930120,U-0120,Lusso d'Arte,Lusso d'Arte,B2,39,9,B2.39.09,2 PN,2PN,2,2,67.79,60.58,3376538956,3707439774,3377,HBL,54690069,61199072,0.8936,9.8,high,Đông,Nam,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930121,U-0121,Risa,Risa,A3,4,2,A3.04.02,1 PN,1PN,1,1,46.59,41.52,2638787404,2746977688,2639,HBL,58960672,66160349,0.8912,4.1,low,Đông Nam,Tây Nam,Hồ bơi,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930122,U-0122,Risa,Risa,A3,4,3,A3.04.03,2 PN + 2 WC,2PN+2WC,2,2,76.91,69.16,4090286699,4257988454,4090,HBL,55363262,61567213,0.8992,4.1,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930123,U-0123,Risa,Risa,A3,4,6,A3.04.06,RISA,RISA,2,2,55.33,48.23,2960033479,3081394852,2960,HBL,55691214,63889588,0.8717,4.1,low,Đông Bắc,Đông Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930124,U-0124,Risa,Risa,A3,4,9,A3.04.09,RISA,RISA,2,2,56.92,51.3,3217090315,3348991018,3217,HBL,58836806,65282476,0.9013,4.1,low,Nam,Tây,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930125,U-0125,Risa,Risa,A3,4,11,A3.04.11,2 PN + 2 WC,2PN+2WC,2,2,66.14,59.32,3539386682,3684501536,3539,HBL,55707613,62112298,0.8969,4.1,low,Đông,Nam,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930126,U-0126,Risa,Risa,A3,4,12,A3.04.12,2 PN + 2 WC,2PN+2WC,2,2,66.14,59.32,3539386682,3684501536,3539,HBL,55707613,62112298,0.8969,4.1,low,Tây Bắc,Đông Bắc,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930127,U-0127,Risa,Risa,A3,4,13,A3.04.13,2 PN + 2 WC,2PN+2WC,2,2,66.21,59.34,3483899578,3626739460,3484,HBL,54776310,61117955,0.8962,4.1,low,Tây Nam,Tây Bắc,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930128,U-0128,Risa,Risa,A3,4,14,A3.04.14,2 PN + 2 WC,2PN+2WC,2,2,67.25,59.52,3776463222,3931298214,3776,HBL,58457966,66050037,0.8851,4.1,low,Tây,Bắc,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930129,U-0129,Risa,Risa,A3,5,3,A3.05.03,2 PN + 2 WC,2PN+2WC,2,2,76.91,69.16,4152776704,4323040549,4153,HBL,56209083,62507816,0.8992,4.1,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930130,U-0130,Risa,Risa,A3,5,4,A3.05.04,2 PN + 2 WC,2PN+2WC,2,2,76.91,69.16,3824438228,3981240196,3824,HBL,51764923,57565648,0.8992,4.1,low,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930131,U-0131,Risa,Risa,A3,5,11,A3.05.11,2 PN + 2 WC,2PN+2WC,2,2,66.14,59.32,3603690864,3751442190,3604,HBL,56719719,63240765,0.8969,4.1,low,Đông,Nam,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930132,U-0132,Risa,Risa,A3,5,12,A3.05.12,2 PN + 2 WC,2PN+2WC,2,2,66.14,59.32,3603690864,3751442190,3604,HBL,56719719,63240765,0.8969,4.1,low,Tây Bắc,Đông Bắc,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930133,U-0133,Risa,Risa,A3,6,2,A3.06.02,1 PN,1PN,1,1,46.59,41.52,2672921128,2782510894,2673,HBL,59723350,67016158,0.8912,4.1,low,Đông Nam,Tây Nam,Hồ bơi,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930134,U-0134,Risa,Risa,A3,7,8,A3.07.08,2 PN + 2 WC,2PN+2WC,2,2,70.15,62.33,4450859034,4633344254,4451,HBL,66049098,74335701,0.8885,4.1,low,Nam,Tây,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930135,U-0135,Risa,Risa,A3,9,8,A3.09.08,2 PN + 2 WC,2PN+2WC,2,2,70.15,62.33,4462064463,4645009106,4462,HBL,66215383,74522848,0.8885,4.1,low,Nam,Tây,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930136,U-0136,Risa,Risa,A3,13,8,A3.13.08,2 PN + 2 WC,2PN+2WC,2,2,70.15,62.8,4327974912,4505421883,4328,HBL,64225544,71742387,0.8952,4.1,mid,Nam,Tây,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930137,U-0137,Risa,Risa,A3,14,8,A3.14.08,2 PN + 2 WC,2PN+2WC,2,2,70.15,62.8,4427477873,4609004465,4427,HBL,65702131,73391791,0.8952,4.1,mid,Nam,Tây,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930138,U-0138,Risa,Risa,A3,19,4,A3.19.04,Căn hộ Loft,Loft,2,2,76.91,69.48,4701472650,4894233029,4701,HBL,63635847,70440890,0.9034,4.1,mid,Bắc,Đông,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930139,U-0139,Risa,Risa,A3,19,6,A3.19.06,Căn hộ Loft,Loft,2,2,55.33,48.68,3705666724,3857599060,3706,HBL,69719846,79244023,0.8798,4.1,mid,Đông Bắc,Đông Nam,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930140,U-0140,Risa,Risa,A3,19,9,A3.19.09,Căn hộ Loft,Loft,2,2,56.92,51.67,4012559653,4177074599,4013,HBL,73385007,80841390,0.9078,4.1,mid,Nam,Tây,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930141,U-0141,Risa,Risa,A3,19,11,A3.19.11,Căn hộ Loft,Loft,2,2,66.21,59.8,4406687362,4587361544,4407,HBL,69285026,76711732,0.9032,4.1,mid,Đông,Nam,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930142,U-0142,Risa,Risa,A3,19,13,A3.19.13,Căn hộ Loft,Loft,2,2,66.27,59.81,4376549082,4555987594,4377,HBL,68748870,76174345,0.9025,4.1,mid,Tây Nam,Tây Bắc,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930143,U-0143,Risa,Risa,A3,19,16,A3.19.16,Căn hộ Loft,Loft,2,2,53.94,48.96,3576139897,3722761633,3576,HBL,69016715,76036798,0.9077,4.1,mid,Nam,Tây,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930144,U-0144,Risa,Risa,A3,19,17,A3.19.17,Căn hộ Loft,Loft,2,2,53.94,48.96,3548462413,3693949372,3548,HBL,68482562,75448312,0.9077,4.1,mid,Tây Nam,Tây Bắc,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930145,U-0145,Risa,Risa,A3,19,18,A3.19.18,Căn hộ Loft,Loft,2,2,62.73,56.49,3717543651,3869962941,3718,HBL,61692379,68507044,0.9005,4.1,mid,Tây Nam,Tây Bắc,Sông,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930146,U-0146,Risa,Risa,A3,27,4,A3.27.04,2 PN + 2 WC,2PN+2WC,2,2,76.91,69.8,3959575866,4121918477,3960,HBL,53594051,59053273,0.9076,4.1,high,Bắc,Đông,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930147,U-0147,Risa,Risa,A3,32,4,A3.32.04,2 PN + 2 WC,2PN+2WC,2,2,76.91,69.8,3990288966,4153890813,3990,HBL,54009762,59511330,0.9076,4.1,high,Bắc,Đông,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930148,U-0148,Risa,Risa,A3,33,2,A3.33.02,1 PN,1PN,1,1,46.59,42.18,2572453232,2677923815,2572,HBL,57478511,63487999,0.9053,4.1,high,Đông Nam,Tây Nam,Toàn cảnh,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930149,U-0149,Risa,Risa,A3,34,3,A3.34.03,2 PN + 2 WC,2PN+2WC,2,2,76.91,69.96,3974640727,4137600997,3975,HBL,53797959,59142381,0.9096,4.1,high,Đông Bắc,Đông Nam,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930150,U-0150,Risa,Risa,A3,34,4,A3.34.04,2 PN + 2 WC,2PN+2WC,2,2,76.91,69.8,4002574205,4166679748,4003,HBL,54176047,59694552,0.9076,4.1,high,Bắc,Đông,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930151,U-0151,Risa,Risa,A3,37,3,A3.37.03,2 PN + 2 WC,2PN+2WC,2,2,76.91,69.96,3956212867,4118417595,3956,HBL,53548532,58868176,0.9096,4.1,high,Đông Bắc,Đông Nam,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930152,U-0152,Risa,Risa,A3,37,5,A3.37.05,1 PN,1PN,1,1,46.73,42.01,2604197295,2710969384,2604,HBL,58013469,64531525,0.899,4.1,high,Đông,Nam,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930153,U-0153,Risa,Risa,A3,38,2,A3.38.02,1 PN,1PN,1,1,46.59,42.18,2553848066,2658555837,2554,HBL,57062800,63028825,0.9053,4.1,high,Đông Nam,Tây Nam,Toàn cảnh,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930154,U-0154,Risa,Risa,A3,38,3,A3.38.03,2 PN + 2 WC,2PN+2WC,2,2,76.91,69.96,3950070248,4112023128,3950,HBL,53465390,58776774,0.9096,4.1,high,Đông Bắc,Đông Nam,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930155,U-0155,Risa,Risa,A3,39,2,A3.39.02,1 PN,1PN,1,1,46.59,42.18,2550127033,2654682241,2550,HBL,56979657,62936990,0.9053,4.1,high,Đông Nam,Tây Nam,Toàn cảnh,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930156,U-0156,Risa,Risa,A3,39,4,A3.39.04,2 PN + 2 WC,2PN+2WC,2,2,76.91,69.8,4033287305,4198652084,4033,HBL,54591758,60152609,0.9076,4.1,high,Bắc,Đông,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930157,U-0157,Risa,Risa,A3,39,9,A3.39.09,RISA,RISA,2,2,56.92,52.41,3426996652,3567503515,3427,HBL,62675747,68069138,0.9208,4.1,high,Nam,Tây,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930158,U-0158,Risa,Risa,A4,4,1,A4.04.01,RISA,RISA,2,2,55.21,48.23,3126347510,3254527758,3126,AUH,58948157,67479323,0.8736,4.1,low,Đông Nam,Tây Nam,Nội khu,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930159,U-0159,Risa,Risa,A4,4,3,A4.04.03,2 PN + 2 WC,2PN+2WC,2,2,72.66,65.11,3697271477,3848859607,3697,AUH,52970818,59113187,0.8961,4.1,low,Bắc,Đông,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930160,U-0160,Risa,Risa,A4,4,4,A4.04.04,2 PN + 2 WC,2PN+2WC,2,2,72.66,65.11,3975666856,4138669197,3976,AUH,56959389,63564264,0.8961,4.1,low,Tây Bắc,Đông Bắc,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930161,U-0161,Risa,Risa,A4,4,20,A4.04.20,2 PN + 2 WC,2PN+2WC,2,2,71.81,63.25,3933372294,4094640558,3933,AUH,57020478,64737400,0.8808,4.1,low,Đông,Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930162,U-0162,Risa,Risa,A4,4,21,A4.04.21,3 PN,3PN,3,2,85.54,75.84,5793188768,6030709507,5793,AUH,70501631,79518849,0.8866,4.1,low,Đông Bắc,Đông Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930163,U-0163,Risa,Risa,A4,5,2,A4.05.02,1 PN,1PN,1,1,49.76,44.56,2769253120,2882792498,2769,AUH,57933933,64694625,0.8955,4.1,low,Đông,Nam,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930164,U-0164,Risa,Risa,A4,5,21,A4.05.21,3 PN,3PN,3,2,85.54,75.84,5944360356,6188079130,5944,AUH,72341351,81593870,0.8866,4.1,low,Đông Bắc,Đông Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930165,U-0165,Risa,Risa,A4,6,2,A4.06.02,1 PN,1PN,1,1,49.76,44.56,2773558842,2887274754,2774,AUH,58024010,64795214,0.8955,4.1,low,Đông,Nam,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930166,U-0166,Risa,Risa,A4,6,4,A4.06.04,2 PN + 2 WC,2PN+2WC,2,2,72.66,65.11,4068465315,4235272393,4068,AUH,58288913,65047956,0.8961,4.1,low,Tây Bắc,Đông Bắc,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930167,U-0167,Risa,Risa,A4,6,5,A4.06.05,1 PN,1PN,1,1,49.61,44.55,3010476178,3133905701,3010,AUH,63170847,70345807,0.898,4.1,low,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930168,U-0168,Risa,Risa,A4,7,2,A4.07.02,1 PN,1PN,1,1,49.76,44.56,2777864564,2891757011,2778,AUH,58114088,64895804,0.8955,4.1,low,Đông,Nam,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930169,U-0169,Risa,Risa,A4,7,4,A4.07.04,2 PN + 2 WC,2PN+2WC,2,2,72.66,65.11,4062178062,4228727362,4062,AUH,58198835,64947433,0.8961,4.1,low,Tây Bắc,Đông Bắc,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930170,U-0170,Risa,Risa,A4,8,21,A4.08.21,3 PN,3PN,3,2,85.54,75.84,5969896418,6214662171,5970,AUH,72652118,81944385,0.8866,4.1,low,Đông Bắc,Đông Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930171,U-0171,Risa,Risa,A4,9,21,A4.09.21,3 PN,3PN,3,2,85.54,75.84,5978408439,6223523185,5978,AUH,72755707,82061223,0.8866,4.1,low,Đông Bắc,Đông Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930172,U-0172,Risa,Risa,A4,10,1,A4.10.01,RISA,RISA,2,2,55.21,48.23,3235077997,3367716195,3235,AUH,60998301,69826170,0.8736,4.1,low,Đông Nam,Tây Nam,Nội khu,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930173,U-0173,Risa,Risa,A4,10,5,A4.10.05,1 PN,1PN,1,1,49.61,44.55,2993305209,3116030722,2993,AUH,62810537,69944573,0.898,4.1,low,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930174,U-0174,Risa,Risa,A4,10,21,A4.10.21,3 PN,3PN,3,2,85.54,75.84,5986920460,6232384199,5987,AUH,72859296,82178062,0.8866,4.1,low,Đông Bắc,Đông Nam,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930175,U-0175,Risa,Risa,A4,11,5,A4.11.05,1 PN,1PN,1,1,49.61,44.73,2989012466,3111561978,2989,AUH,62720459,69563201,0.9016,4.1,low,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930176,U-0176,Risa,Risa,A4,12,5,A4.12.05,1 PN,1PN,1,1,49.61,44.73,2984719724,3107093233,2985,AUH,62630382,69463296,0.9016,4.1,low,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930177,U-0177,Risa,Risa,A4,13,2,A4.13.02,1 PN,1PN,1,1,49.76,44.8,2731535960,2843528934,2732,AUH,57144874,63471628,0.9003,4.1,mid,Đông,Nam,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930178,U-0178,Risa,Risa,A4,13,3,A4.13.03,2 PN + 2 WC,2PN+2WC,2,2,72.66,65.44,3753856760,3907764887,3754,AUH,53781515,59715234,0.9006,4.1,mid,Bắc,Đông,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930179,U-0179,Risa,Risa,A4,13,5,A4.13.05,1 PN,1PN,1,1,49.61,44.73,2908481580,3027729325,2908,AUH,61030625,67689008,0.9016,4.1,mid,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930180,U-0180,Risa,Risa,A4,14,1,A4.14.01,Căn hộ sân vườn,Garden,2,2,187.66,171.82,13979975574,14553154573,13980,AUH,77550648,84700003,0.9156,4.1,mid,Đông Nam,Tây Nam,Sông,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930181,U-0181,Risa,Risa,A4,14,2,A4.14.02,Căn hộ sân vườn,Garden,2,2,179.08,165.22,12585243437,13101238418,12585,AUH,73158580,79295717,0.9226,4.1,mid,Đông,Nam,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930182,U-0182,Risa,Risa,A4,15,19,A4.15.19,3 PN,3PN,3,2,85.54,76.2,6029480564,6276689267,6029,AUH,73377242,82371250,0.8908,4.1,mid,Đông Nam,Tây Nam,Cảnh quan nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930183,U-0183,Risa,Risa,A4,17,1,A4.17.01,RISA,RISA,2,2,55.21,48.68,3268519161,3402528446,3269,AUH,61628843,69895819,0.8817,4.1,mid,Đông Nam,Tây Nam,Sông,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930184,U-0184,Risa,Risa,A4,17,21,A4.17.21,3 PN,3PN,3,2,85.54,76.2,6046504606,6294411295,6047,AUH,73584420,82603823,0.8908,4.1,mid,Đông Bắc,Đông Nam,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930185,U-0185,Risa,Risa,A4,19,1,A4.19.01,Căn hộ Loft,Loft,2,2,55.21,48.68,3908356928,4068599562,3908,AUH,73693164,83578463,0.8817,4.1,mid,Đông Nam,Tây Nam,Sông,True,synthetic_v1_tower_stack_floor_band,synthetic,demo
930186,U-0186,Risa,Risa,A4,19,3,A4.19.03,Căn hộ Loft,Loft,2,2,72.66,65.44,4654880662,4845730770,4655,AUH,66690487,74048453,0.9006,4.1,mid,Bắc,Đông,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930187,U-0187,Risa,Risa,A4,19,4,A4.19.04,2 PN + 2 WC,2PN+2WC,2,2,72.66,65.44,3986731017,4150186989,3987,AUH,57117905,63419728,0.9006,4.1,mid,Tây Bắc,Đông Bắc,Thành phố,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930188,U-0188,Risa,Risa,A4,19,5,A4.19.05,1 PN,1PN,1,1,49.61,44.73,2954670528,3075812020,2955,AUH,61999839,68763962,0.9016,4.1,mid,Bắc,Đông,Nội khu,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930189,U-0189,Risa,Risa,A4,19,7,A4.19.07,Căn hộ Loft,Loft,2,2,62.79,56.55,3764381009,3918720631,3764,AUH,62409948,69296563,0.9006,4.1,mid,Tây,Bắc,Sông,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930190,U-0190,Risa,Risa,A4,19,9,A4.19.09,Căn hộ Loft,Loft,2,2,53.94,48.96,3508512062,3652361057,3509,AUH,67711551,74598878,0.9077,4.1,mid,Nam,Tây,Hồ bơi,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
930191,U-0191,Risa,Risa,A4,19,10,A4.19.10,Căn hộ Loft,Loft,2,2,67.25,59.46,4246089479,4420179147,4246,AUH,65727571,74338701,0.8842,4.1,mid,Bắc,Đông,Toàn cảnh,False,synthetic_v1_tower_stack_floor_band,synthetic,demo
