id,external_id,area_id,area_name,unit_type,unit_code,unit_status,source_revision,created_at,updated_at,mirrored_at,mirrored_revision,last_sync_batch_id
930138,U-0138,920016,Risa,Căn hộ Loft,A3.19.04,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930139,U-0139,920016,Risa,Căn hộ Loft,A3.19.06,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930140,U-0140,920016,Risa,Căn hộ Loft,A3.19.09,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930141,U-0141,920016,Risa,Căn hộ Loft,A3.19.11,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930142,U-0142,920016,Risa,Căn hộ Loft,A3.19.13,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930143,U-0143,920016,Risa,Căn hộ Loft,A3.19.16,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930144,U-0144,920016,Risa,Căn hộ Loft,A3.19.17,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930145,U-0145,920016,Risa,Căn hộ Loft,A3.19.18,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930146,U-0146,920014,Risa,2 PN + 2 WC,A3.27.04,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930147,U-0147,920014,Risa,2 PN + 2 WC,A3.32.04,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930148,U-0148,920012,Risa,1 PN,A3.33.02,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930149,U-0149,920014,Risa,2 PN + 2 WC,A3.34.03,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930150,U-0150,920014,Risa,2 PN + 2 WC,A3.34.04,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930151,U-0151,920014,Risa,2 PN + 2 WC,A3.37.03,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930152,U-0152,920012,Risa,1 PN,A3.37.05,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930153,U-0153,920012,Risa,1 PN,A3.38.02,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930154,U-0154,920014,Risa,2 PN + 2 WC,A3.38.03,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930155,U-0155,920012,Risa,1 PN,A3.39.02,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930156,U-0156,920014,Risa,2 PN + 2 WC,A3.39.04,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930157,U-0157,920018,Risa,RISA,A3.39.09,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930158,U-0158,920018,Risa,RISA,A4.04.01,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930159,U-0159,920014,Risa,2 PN + 2 WC,A4.04.03,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930160,U-0160,920014,Risa,2 PN + 2 WC,A4.04.04,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930161,U-0161,920014,Risa,2 PN + 2 WC,A4.04.20,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930162,U-0162,920015,Risa,3 PN,A4.04.21,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930163,U-0163,920012,Risa,1 PN,A4.05.02,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930164,U-0164,920015,Risa,3 PN,A4.05.21,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930165,U-0165,920012,Risa,1 PN,A4.06.02,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930166,U-0166,920014,Risa,2 PN + 2 WC,A4.06.04,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930167,U-0167,920012,Risa,1 PN,A4.06.05,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930168,U-0168,920012,Risa,1 PN,A4.07.02,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930169,U-0169,920014,Risa,2 PN + 2 WC,A4.07.04,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930170,U-0170,920015,Risa,3 PN,A4.08.21,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930171,U-0171,920015,Risa,3 PN,A4.09.21,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930172,U-0172,920018,Risa,RISA,A4.10.01,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930173,U-0173,920012,Risa,1 PN,A4.10.05,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930174,U-0174,920015,Risa,3 PN,A4.10.21,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930175,U-0175,920012,Risa,1 PN,A4.11.05,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930176,U-0176,920012,Risa,1 PN,A4.12.05,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930177,U-0177,920012,Risa,1 PN,A4.13.02,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930178,U-0178,920014,Risa,2 PN + 2 WC,A4.13.03,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930179,U-0179,920012,Risa,1 PN,A4.13.05,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930180,U-0180,920017,Risa,Căn hộ sân vườn,A4.14.01,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930181,U-0181,920017,Risa,Căn hộ sân vườn,A4.14.02,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930182,U-0182,920015,Risa,3 PN,A4.15.19,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930183,U-0183,920018,Risa,RISA,A4.17.01,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930184,U-0184,920015,Risa,3 PN,A4.17.21,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930185,U-0185,920016,Risa,Căn hộ Loft,A4.19.01,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930186,U-0186,920016,Risa,Căn hộ Loft,A4.19.03,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930187,U-0187,920014,Risa,2 PN + 2 WC,A4.19.04,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930188,U-0188,920012,Risa,1 PN,A4.19.05,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930189,U-0189,920016,Risa,Căn hộ Loft,A4.19.07,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930190,U-0190,920016,Risa,Căn hộ Loft,A4.19.09,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930191,U-0191,920016,Risa,Căn hộ Loft,A4.19.10,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930192,U-0192,920016,Risa,Căn hộ Loft,A4.19.15,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930193,U-0193,920016,Risa,Căn hộ Loft,A4.19.16,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930194,U-0194,920016,Risa,Căn hộ Loft,A4.19.18,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930195,U-0195,920016,Risa,Căn hộ Loft,A4.19.19,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930196,U-0196,920016,Risa,Căn hộ Loft,A4.19.22,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930197,U-0197,920016,Risa,Căn hộ Loft,A4.19.23,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930198,U-0198,920012,Risa,1 PN,A4.24.02,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930199,U-0199,920012,Risa,1 PN,A4.26.05,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930200,U-0200,920018,Risa,RISA,A4.27.01,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930201,U-0201,920014,Risa,2 PN + 2 WC,A4.27.04,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930202,U-0202,920012,Risa,1 PN,A4.27.05,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930203,U-0203,920017,Risa,Căn hộ sân vườn,A4.28.01,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930204,U-0204,920017,Risa,Căn hộ sân vườn,A4.28.02,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930205,U-0205,920015,Risa,3 PN,A4.29.19,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930206,U-0206,920018,Risa,RISA,A4.31.01,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930207,U-0207,920012,Risa,1 PN,A4.31.02,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930208,U-0208,920012,Risa,1 PN,A4.31.05,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930209,U-0209,920018,Risa,RISA,A4.32.01,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930210,U-0210,920014,Risa,2 PN + 2 WC,A4.33.04,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930211,U-0211,920012,Risa,1 PN,A4.33.05,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930212,U-0212,920014,Risa,2 PN + 2 WC,A4.34.03,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930213,U-0213,920012,Risa,1 PN,A4.34.05,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930214,U-0214,920018,Risa,RISA,A4.35.01,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930215,U-0215,920014,Risa,2 PN + 2 WC,A4.35.04,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930216,U-0216,920012,Risa,1 PN,A4.35.05,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930217,U-0217,920018,Risa,RISA,A4.36.01,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930218,U-0218,920012,Risa,1 PN,A4.36.02,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930219,U-0219,920014,Risa,2 PN + 2 WC,A4.36.03,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930220,U-0220,920014,Risa,2 PN + 2 WC,A4.36.04,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930221,U-0221,920018,Risa,RISA,A4.37.01,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930222,U-0222,920012,Risa,1 PN,A4.37.02,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930223,U-0223,920014,Risa,2 PN + 2 WC,A4.37.03,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930224,U-0224,920014,Risa,2 PN + 2 WC,A4.37.04,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930225,U-0225,920018,Risa,RISA,A4.38.01,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930226,U-0226,920012,Risa,1 PN,A4.38.02,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930227,U-0227,920014,Risa,2 PN + 2 WC,A4.38.03,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930228,U-0228,920014,Risa,2 PN + 2 WC,A4.38.04,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930229,U-0229,920012,Risa,1 PN,A4.38.05,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930230,U-0230,920014,Risa,2 PN + 2 WC,A4.38.20,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930231,U-0231,920013,Risa,2 PN + 1 WC,A4.38.22,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930232,U-0232,920018,Risa,RISA,A4.39.01,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930233,U-0233,920012,Risa,1 PN,A4.39.02,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930234,U-0234,920014,Risa,2 PN + 2 WC,A4.39.03,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930235,U-0235,920021,Zenia,2 PN,B3.04.11,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930236,U-0236,920021,Zenia,2 PN,B3.04.12,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930237,U-0237,920021,Zenia,2 PN,B3.04.13,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930238,U-0238,920021,Zenia,2 PN,B3.04.14,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930239,U-0239,920021,Zenia,2 PN,B3.04.15,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930240,U-0240,920021,Zenia,2 PN,B3.04.16,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930241,U-0241,920021,Zenia,2 PN,B3.04.18,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930242,U-0242,920020,Zenia,1 PN+,B3.04.20,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930243,U-0243,920021,Zenia,2 PN,B3.05.09,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930244,U-0244,920021,Zenia,2 PN,B3.05.13,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930245,U-0245,920021,Zenia,2 PN,B3.06.11,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930246,U-0246,920021,Zenia,2 PN,B3.07.13,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930247,U-0247,920021,Zenia,2 PN,B3.07.14,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930248,U-0248,920022,Zenia,3 PN,B3.07.17,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930249,U-0249,920021,Zenia,2 PN,B3.08.13,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930250,U-0250,920022,Zenia,3 PN,B3.08.17,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930251,U-0251,920021,Zenia,2 PN,B3.09.12,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930252,U-0252,920021,Zenia,2 PN,B3.09.16,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930253,U-0253,920022,Zenia,3 PN,B3.11.17,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930254,U-0254,920021,Zenia,2 PN,B3.12.13,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930255,U-0255,920022,Zenia,3 PN,B3.12.17,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930256,U-0256,920024,Zenia,Căn hộ sân vườn,B3.13.01,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930257,U-0257,920024,Zenia,Căn hộ sân vườn,B3.13.02,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930258,U-0258,920021,Zenia,2 PN,B3.13.08,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930259,U-0259,920021,Zenia,2 PN,B3.13.14,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930260,U-0260,920022,Zenia,3 PN,B3.13.15,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930261,U-0261,920021,Zenia,2 PN,B3.14.07,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930262,U-0262,920021,Zenia,2 PN,B3.14.08,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930263,U-0263,920021,Zenia,2 PN,B3.14.11,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930264,U-0264,920021,Zenia,2 PN,B3.14.13,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930265,U-0265,920021,Zenia,2 PN,B3.14.14,reserved,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930266,U-0266,920022,Zenia,3 PN,B3.14.15,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930267,U-0267,920021,Zenia,2 PN,B3.15.09,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930268,U-0268,920021,Zenia,2 PN,B3.16.13,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930269,U-0269,920022,Zenia,3 PN,B3.16.15,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930270,U-0270,920021,Zenia,2 PN,B3.17.13,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930271,U-0271,920021,Zenia,2 PN,B3.17.14,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930272,U-0272,920022,Zenia,3 PN,B3.17.17,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930273,U-0273,920023,Zenia,Căn hộ Loft,B3.19.01,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930274,U-0274,920023,Zenia,Căn hộ Loft,B3.19.02,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930275,U-0275,920023,Zenia,Căn hộ Loft,B3.19.09,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930276,U-0276,920023,Zenia,Căn hộ Loft,B3.19.12,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930277,U-0277,920023,Zenia,Căn hộ Loft,B3.19.13,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930278,U-0278,920023,Zenia,Căn hộ Loft,B3.19.15,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930279,U-0279,920023,Zenia,Căn hộ Loft,B3.19.16,available,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
930280,U-0280,920022,Zenia,3 PN,B3.21.17,sold,1,2025-05-30T11:00:00+07:00,2025-05-31T00:00:00+00:00,2025-05-31T00:00:00+00:00,1,seed-batch-units-001
