project_external_id,area_external_id,unit_external_id,source_system,source_instance_id,unit_code,subdivision,subdivision_raw,tower,floor,unit_number,unit_type_raw,gross_area_sqm,net_area_sqm,standard_price_vnd,loan_price_vnd,agency_name,unit_type_normalized,bedrooms,bathrooms,price_per_sqm_gross_vnd,price_per_sqm_net_vnd,area_efficiency_ratio,loan_premium_pct,floor_band,direction,balcony_direction,view,corner_unit_proxy,unit_status,lead_count,qualified_lead_count,booking_count,reservation_count,first_lead_at,first_booking_at,reserved_at,sold_at,days_to_first_lead,days_to_reserve,days_to_sell,source_revision,mirrored_revision,mirrored_at,data_profile,agency_name_origin,has_lead,has_booking,has_reservation,is_sold,stacking_price_million_vnd,project_name,project_status,project_launch_date,area_name,area_unit_type,area_bedrooms,area_sqm,area_total_units,area_status,last_sync_batch_id,deal_external_id,deal_status,deal_source_revision,deal_created_at,deal_updated_at,lost_at,deal_lifecycle_stage,physical_features_origin,crm_signals_origin
P-0001,A-0011,U-0091,mini_crm,mini-crm-dev,B2.19.09,Lusso d'Arte,Lusso d'Arte,B2,19,9,Căn hộ Loft,67.79,60.15,4195886496,4607083373,HBL,Loft,2,2,67961106,76593240,0.8873,9.8,mid,Đông,Nam,Thành phố,False,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,4196,La Pura,active,2025-06-08,Lusso d'Arte,Căn hộ Loft,2,60.05,5,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0011,U-0092,mini_crm,mini-crm-dev,B2.19.10,Lusso d'Arte,Lusso d'Arte,B2,19,10,Căn hộ Loft,67.23,60.57,3609915521,3963687242,HBL,Loft,2,2,58957121,65439776,0.9009,9.8,mid,Tây,Bắc,Cảnh quan nội khu,False,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,3610,La Pura,active,2025-06-08,Lusso d'Arte,Căn hộ Loft,2,60.05,5,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0011,U-0093,mini_crm,mini-crm-dev,B2.19.13,Lusso d'Arte,Lusso d'Arte,B2,19,13,Căn hộ Loft,62.86,56.44,3417600039,3752524842,HBL,Loft,2,2,59696545,66486975,0.8979,9.8,mid,Đông Nam,Tây Nam,Nội khu,False,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,3418,La Pura,active,2025-06-08,Lusso d'Arte,Căn hộ Loft,2,60.05,5,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0010,U-0094,mini_crm,mini-crm-dev,B2.22.06,Lusso d'Arte,Lusso d'Arte,B2,22,6,4 PN,126.79,114.21,6406929980,7034809118,HBL,4PN,4,3,55483943,61595387,0.9008,9.8,mid,Tây Bắc,Đông Bắc,Cảnh quan nội khu,False,available,1,0,0,0,2025-07-21,NO_BOOKING,NO_RESERVATION,NOT_SOLD,30,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,6407,La Pura,active,2025-06-08,Lusso d'Arte,4 PN,4,114.21,4,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0095,mini_crm,mini-crm-dev,B2.23.05,Lusso d'Arte,Lusso d'Arte,B2,23,5,2 PN,66.45,60.42,3573324102,3923509864,HBL,2PN,2,2,59044543,64937270,0.9093,9.8,mid,Nam,Tây,Hồ bơi,False,sold,6,5,1,1,2025-08-02,2025-08-09,2025-08-15,2025-08-26,42,55,66,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3573,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0044,sold,1,2025-08-09T09:00:00+07:00,2025-08-26T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0096,mini_crm,mini-crm-dev,B2.23.12,Lusso d'Arte,Lusso d'Arte,B2,23,12,2 PN,63.1,56.34,2953988491,3243479363,AUH,2PN,2,2,51402209,57569744,0.8929,9.8,mid,Đông Nam,Tây Nam,Thành phố,False,sold,5,4,1,1,2025-08-03,2025-08-19,2025-08-24,2025-09-13,43,64,84,1,1,2025-05-31T00:00:00+00:00,demo,observed,1,1,1,1,2954,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0045,sold,1,2025-08-19T09:00:00+07:00,2025-09-13T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0097,mini_crm,mini-crm-dev,B2.25.09,Lusso d'Arte,Lusso d'Arte,B2,25,9,2 PN,67.79,60.29,3520779853,3865816278,HBL,2PN,2,2,57026350,64120356,0.8894,9.8,mid,Đông,Nam,Thành phố,False,reserved,4,3,1,1,2025-08-10,2025-08-15,2025-08-29,NOT_SOLD,50,69,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,0,3521,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0046,reserved,1,2025-08-15T09:00:00+07:00,2025-08-29T17:00:00+07:00,1970-01-01T00:00:00+00:00,reserved,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0098,mini_crm,mini-crm-dev,B2.25.13,Lusso d'Arte,Lusso d'Arte,B2,25,13,2 PN,62.86,56.85,2866502791,3147420065,HBL,2PN,2,2,50070316,55363590,0.9044,9.8,mid,Đông Nam,Tây Nam,Nội khu,False,sold,5,4,1,1,2025-08-13,2025-09-03,2025-09-18,2025-11-02,53,89,134,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,2867,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0047,sold,1,2025-09-03T09:00:00+07:00,2025-11-02T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0099,mini_crm,mini-crm-dev,B2.26.03,Lusso d'Arte,Lusso d'Arte,B2,26,3,2 PN,67.04,60.51,3573861053,3924099437,HBL,2PN,2,2,58533703,64850429,0.9026,9.8,high,Đông Nam,Tây Nam,Thành phố,True,available,2,1,0,0,2025-08-12,NO_BOOKING,NO_RESERVATION,NOT_SOLD,52,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,3574,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0100,mini_crm,mini-crm-dev,B2.26.04,Lusso d'Arte,Lusso d'Arte,B2,26,4,2 PN,66.45,60.42,3542965653,3890176287,HBL,2PN,2,2,58542909,64385572,0.9093,9.8,high,Đông,Nam,Sông,False,available,1,0,0,0,2025-07-31,NO_BOOKING,NO_RESERVATION,NOT_SOLD,40,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,3543,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0101,mini_crm,mini-crm-dev,B2.28.03,Lusso d'Arte,Lusso d'Arte,B2,28,3,2 PN,67.04,60.51,3594238921,3946474336,HBL,2PN,2,2,58867457,65220201,0.9026,9.8,high,Đông Nam,Tây Nam,Thành phố,True,sold,5,4,1,1,2025-08-11,2025-08-17,2025-09-01,2025-10-01,51,72,102,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3594,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0048,sold,1,2025-08-17T09:00:00+07:00,2025-10-01T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0102,mini_crm,mini-crm-dev,B2.28.05,Lusso d'Arte,Lusso d'Arte,B2,28,5,2 PN,66.45,60.42,3623820422,3978954824,HBL,2PN,2,2,59878929,65854929,0.9093,9.8,high,Nam,Tây,Toàn cảnh,False,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,3624,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0010,U-0103,mini_crm,mini-crm-dev,B2.29.06,Lusso d'Arte,Lusso d'Arte,B2,29,6,4 PN,126.79,114.21,6527371573,7167053987,HBL,4PN,4,3,56526966,62753296,0.9008,9.8,high,Tây Bắc,Đông Bắc,Hồ bơi,False,available,1,0,0,0,2025-07-22,NO_BOOKING,NO_RESERVATION,NOT_SOLD,31,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,6527,La Pura,active,2025-06-08,Lusso d'Arte,4 PN,4,114.21,4,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0104,mini_crm,mini-crm-dev,B2.29.13,Lusso d'Arte,Lusso d'Arte,B2,29,13,2 PN,62.86,56.85,2828288209,3105460454,HBL,2PN,2,2,49402807,54625514,0.9044,9.8,high,Đông Nam,Tây Nam,Thành phố,False,available,1,0,0,0,2025-08-07,NO_BOOKING,NO_RESERVATION,NOT_SOLD,47,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,2828,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0105,mini_crm,mini-crm-dev,B2.31.03,Lusso d'Arte,Lusso d'Arte,B2,31,3,2 PN,67.04,60.76,3624805723,3980036684,HBL,2PN,2,2,59368089,65504225,0.9063,9.8,high,Đông Nam,Tây Nam,Thành phố,True,available,2,1,0,0,2025-08-01,NO_BOOKING,NO_RESERVATION,NOT_SOLD,41,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,3625,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0106,mini_crm,mini-crm-dev,B2.31.04,Lusso d'Arte,Lusso d'Arte,B2,31,4,2 PN,66.45,60.75,3593461974,3945621247,HBL,2PN,2,2,59377295,64948498,0.9142,9.8,high,Đông,Nam,Sông,False,sold,3,3,1,1,2025-08-09,2025-08-18,2025-08-31,2025-09-13,49,71,84,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3593,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0049,sold,1,2025-08-18T09:00:00+07:00,2025-09-13T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0107,mini_crm,mini-crm-dev,B2.31.09,Lusso d'Arte,Lusso d'Arte,B2,31,9,2 PN,67.79,60.58,3458962326,3797940634,HBL,2PN,2,2,56025087,62692978,0.8936,9.8,high,Đông,Nam,Thành phố,False,reserved,6,6,1,1,2025-08-12,2025-09-03,2025-09-19,NOT_SOLD,52,90,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,0,3459,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0050,reserved,1,2025-09-03T09:00:00+07:00,2025-09-19T17:00:00+07:00,1970-01-01T00:00:00+00:00,reserved,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0008,U-0108,mini_crm,mini-crm-dev,B2.31.11,Lusso d'Arte,Lusso d'Arte,B2,31,11,1 PN+,56.15,50.24,2486419101,2730088173,HBL,1PN+,1,1,48621339,54340927,0.8947,9.8,high,Tây Bắc,Đông Bắc,Thành phố,False,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,2486,La Pura,active,2025-06-08,Lusso d'Arte,1 PN+,1,50.14,6,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0109,mini_crm,mini-crm-dev,B2.32.04,Lusso d'Arte,Lusso d'Arte,B2,32,4,2 PN,66.45,60.75,3603561238,3956710239,HBL,2PN,2,2,59544172,65131033,0.9142,9.8,high,Đông,Nam,Sông,False,sold,3,1,1,1,2025-08-04,2025-08-08,2025-08-16,2025-09-13,44,56,84,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3604,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0051,sold,1,2025-08-08T09:00:00+07:00,2025-09-13T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0110,mini_crm,mini-crm-dev,B2.32.05,Lusso d'Arte,Lusso d'Arte,B2,32,5,2 PN,66.45,60.75,3664217479,4023310791,HBL,2PN,2,2,60546438,66227338,0.9142,9.8,high,Nam,Tây,Toàn cảnh,False,available,1,0,0,0,2025-08-07,NO_BOOKING,NO_RESERVATION,NOT_SOLD,47,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,3664,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0111,mini_crm,mini-crm-dev,B2.32.09,Lusso d'Arte,Lusso d'Arte,B2,32,9,2 PN,67.79,60.58,3448659404,3786628026,HBL,2PN,2,2,55858210,62506240,0.8936,9.8,high,Đông,Nam,Thành phố,False,available,3,2,0,0,2025-07-31,NO_BOOKING,NO_RESERVATION,NOT_SOLD,40,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,3449,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0112,mini_crm,mini-crm-dev,B2.33.03,Lusso d'Arte,Lusso d'Arte,B2,33,3,2 PN,67.04,60.76,3645183592,4002411583,HBL,2PN,2,2,59701843,65872475,0.9063,9.8,high,Đông Nam,Tây Nam,Thành phố,True,reserved,5,4,1,1,2025-08-01,2025-08-17,2025-08-22,NOT_SOLD,41,62,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,0,3645,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0052,reserved,1,2025-08-17T09:00:00+07:00,2025-08-22T17:00:00+07:00,1970-01-01T00:00:00+00:00,reserved,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0113,mini_crm,mini-crm-dev,B2.33.05,Lusso d'Arte,Lusso d'Arte,B2,33,5,2 PN,66.45,60.75,3674316743,4034399783,HBL,2PN,2,2,60713315,66409873,0.9142,9.8,high,Nam,Tây,Toàn cảnh,False,sold,6,6,1,1,2025-08-12,2025-08-24,2025-09-09,2025-10-15,52,80,116,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3674,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0053,sold,1,2025-08-24T09:00:00+07:00,2025-10-15T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0010,U-0114,mini_crm,mini-crm-dev,B2.33.06,Lusso d'Arte,Lusso d'Arte,B2,33,6,4 PN,126.79,114.8,6596195341,7242622484,HBL,4PN,4,3,57122979,63089046,0.9054,9.8,high,Tây Bắc,Đông Bắc,Hồ bơi,False,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,6596,La Pura,active,2025-06-08,Lusso d'Arte,4 PN,4,114.21,4,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0115,mini_crm,mini-crm-dev,B2.35.13,Lusso d'Arte,Lusso d'Arte,B2,35,13,2 PN,62.86,57.1,2770966336,3042521037,HBL,2PN,2,2,48401544,53284081,0.9084,9.8,high,Đông Nam,Tây Nam,Thành phố,False,reserved,3,2,1,1,2025-08-02,2025-08-11,2025-08-14,NOT_SOLD,42,54,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,0,2771,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0054,reserved,1,2025-08-11T09:00:00+07:00,2025-08-14T17:00:00+07:00,1970-01-01T00:00:00+00:00,reserved,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0116,mini_crm,mini-crm-dev,B2.36.12,Lusso d'Arte,Lusso d'Arte,B2,36,12,2 PN,63.1,56.75,2829316913,3106589971,HBL,2PN,2,2,49232805,54741673,0.8994,9.8,high,Đông Nam,Tây Nam,Thành phố,False,sold,6,6,1,1,2025-08-15,2025-08-27,2025-09-12,2025-09-28,55,83,99,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,2829,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0055,sold,1,2025-08-27T09:00:00+07:00,2025-09-28T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0117,mini_crm,mini-crm-dev,B2.37.03,Lusso d'Arte,Lusso d'Arte,B2,37,3,2 PN,67.04,60.76,3685939328,4047161382,HBL,2PN,2,2,60369352,66608976,0.9063,9.8,high,Đông Nam,Tây Nam,Thành phố,True,sold,3,1,1,1,2025-08-04,2025-08-13,2025-08-21,2025-09-03,44,61,74,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3686,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0056,sold,1,2025-08-13T09:00:00+07:00,2025-09-03T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0118,mini_crm,mini-crm-dev,B2.37.04,Lusso d'Arte,Lusso d'Arte,B2,37,4,2 PN,66.45,60.75,3654057558,4012155199,HBL,2PN,2,2,60378558,66043707,0.9142,9.8,high,Đông,Nam,Sông,False,sold,3,1,1,1,2025-08-04,2025-08-18,2025-08-26,2025-09-13,44,66,84,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3654,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0057,sold,1,2025-08-18T09:00:00+07:00,2025-09-13T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0119,mini_crm,mini-crm-dev,B2.37.05,Lusso d'Arte,Lusso d'Arte,B2,37,5,2 PN,66.45,60.75,3714713799,4078755751,HBL,2PN,2,2,61380824,67140012,0.9142,9.8,high,Nam,Tây,Toàn cảnh,False,available,2,1,0,0,2025-08-10,NO_BOOKING,NO_RESERVATION,NOT_SOLD,50,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,3715,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0009,U-0120,mini_crm,mini-crm-dev,B2.39.09,Lusso d'Arte,Lusso d'Arte,B2,39,9,2 PN,67.79,60.58,3376538956,3707439774,HBL,2PN,2,2,54690069,61199072,0.8936,9.8,high,Đông,Nam,Thành phố,False,sold,2,2,1,1,2025-07-30,2025-08-17,2025-08-19,2025-09-10,39,59,81,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3377,La Pura,active,2025-06-08,Lusso d'Arte,2 PN,2,60.13,45,active,seed-batch-units-001,D-0058,sold,1,2025-08-17T09:00:00+07:00,2025-09-10T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0012,U-0121,mini_crm,mini-crm-dev,A3.04.02,Risa,Risa,A3,4,2,1 PN,46.59,41.52,2638787404,2746977688,HBL,1PN,1,1,58960672,66160349,0.8912,4.1,low,Đông Nam,Tây Nam,Hồ bơi,True,available,1,0,0,0,2025-08-01,NO_BOOKING,NO_RESERVATION,NOT_SOLD,51,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,2639,La Pura,active,2025-06-08,Risa,1 PN,1,44.73,29,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0122,mini_crm,mini-crm-dev,A3.04.03,Risa,Risa,A3,4,3,2 PN + 2 WC,76.91,69.16,4090286699,4257988454,HBL,2PN+2WC,2,2,55363262,61567213,0.8992,4.1,low,Đông Bắc,Đông Nam,Cảnh quan nội khu,False,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,4090,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0018,U-0123,mini_crm,mini-crm-dev,A3.04.06,Risa,Risa,A3,4,6,RISA,55.33,48.23,2960033479,3081394852,HBL,RISA,2,2,55691214,63889588,0.8717,4.1,low,Đông Bắc,Đông Nam,Nội khu,False,available,0,0,0,0,NO_LEAD,NO_BOOKING,NO_RESERVATION,NOT_SOLD,-1,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,0,0,0,0,2960,La Pura,active,2025-06-08,Risa,RISA,2,49.01,14,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,no_lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0018,U-0124,mini_crm,mini-crm-dev,A3.04.09,Risa,Risa,A3,4,9,RISA,56.92,51.3,3217090315,3348991018,HBL,RISA,2,2,58836806,65282476,0.9013,4.1,low,Nam,Tây,Nội khu,False,reserved,3,1,1,1,2025-07-27,2025-08-15,2025-08-23,NOT_SOLD,46,73,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,0,3217,La Pura,active,2025-06-08,Risa,RISA,2,49.01,14,active,seed-batch-units-001,D-0059,reserved,1,2025-08-15T09:00:00+07:00,2025-08-23T17:00:00+07:00,1970-01-01T00:00:00+00:00,reserved,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0125,mini_crm,mini-crm-dev,A3.04.11,Risa,Risa,A3,4,11,2 PN + 2 WC,66.14,59.32,3539386682,3684501536,HBL,2PN+2WC,2,2,55707613,62112298,0.8969,4.1,low,Đông,Nam,Cảnh quan nội khu,False,available,2,1,0,0,2025-07-21,NO_BOOKING,NO_RESERVATION,NOT_SOLD,40,-1,-1,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,0,0,0,3539,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,0,no_deal,0,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,1970-01-01T00:00:00+00:00,lead,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
P-0001,A-0014,U-0126,mini_crm,mini-crm-dev,A3.04.12,Risa,Risa,A3,4,12,2 PN + 2 WC,66.14,59.32,3539386682,3684501536,HBL,2PN+2WC,2,2,55707613,62112298,0.8969,4.1,low,Tây Bắc,Đông Bắc,Nội khu,False,sold,4,4,1,1,2025-07-27,2025-08-06,2025-08-15,2025-08-29,46,65,79,1,1,2025-05-31T00:00:00+00:00,demo,synthetic,1,1,1,1,3539,La Pura,active,2025-06-08,Risa,2 PN + 2 WC,2,65.76,39,active,seed-batch-units-001,D-0060,sold,1,2025-08-06T09:00:00+07:00,2025-08-29T17:00:00+07:00,1970-01-01T00:00:00+00:00,sold,synthetic_v1_tower_stack_floor_band,synthetic_v1_causal_funnel
